# Wavelength, Scattered Starlight, 
3.000000000e+02	4.401073303e-01	
3.000150004e+02	4.401351730e-01	
3.000300015e+02	4.401630171e-01	
3.000450034e+02	4.401908626e-01	
3.000600060e+02	4.402187094e-01	
3.000750094e+02	4.402465577e-01	
3.000900135e+02	4.402744074e-01	
3.001050184e+02	4.409698172e-01	
3.001200240e+02	4.429951348e-01	
3.001350304e+02	4.450226094e-01	
3.001500375e+02	4.470522369e-01	
3.001650454e+02	4.490840132e-01	
3.001800540e+02	4.511179339e-01	
3.001950634e+02	4.531539951e-01	
3.002100735e+02	4.560275800e-01	
3.002250844e+02	4.593152799e-01	
3.002400960e+02	4.626081881e-01	
3.002551084e+02	4.659062864e-01	
3.002701215e+02	4.692095573e-01	
3.002851354e+02	4.725179828e-01	
3.003001501e+02	4.758199558e-01	
3.003151654e+02	4.779774323e-01	
3.003301816e+02	4.801371816e-01	
3.003451985e+02	4.822991991e-01	
3.003602161e+02	4.844634805e-01	
3.003752345e+02	4.866300216e-01	
3.003902536e+02	4.887988181e-01	
3.004052735e+02	4.910040356e-01	
3.004202941e+02	4.932747824e-01	
3.004353155e+02	4.955479621e-01	
3.004503377e+02	4.978235698e-01	
3.004653606e+02	5.001016007e-01	
3.004803842e+02	5.023820502e-01	
3.004954086e+02	5.046649135e-01	
3.005104337e+02	5.065977602e-01	
3.005254596e+02	5.083771675e-01	
3.005404863e+02	5.101580869e-01	
3.005555137e+02	5.119405165e-01	
3.005705418e+02	5.137244541e-01	
3.005855707e+02	5.155098979e-01	
3.006006004e+02	5.172968458e-01	
3.006156308e+02	5.207337235e-01	
3.006306620e+02	5.242207615e-01	
3.006456939e+02	5.277129692e-01	
3.006607265e+02	5.312103303e-01	
3.006757599e+02	5.347128286e-01	
3.006907941e+02	5.382204480e-01	
3.007058290e+02	5.419567883e-01	
3.007208647e+02	5.461722088e-01	
3.007359011e+02	5.503947812e-01	
3.007509383e+02	5.546244784e-01	
3.007659762e+02	5.588612737e-01	
3.007810149e+02	5.631051406e-01	
3.007960543e+02	5.673560530e-01	
3.008110945e+02	5.720191297e-01	
3.008261354e+02	5.768893848e-01	
3.008411771e+02	5.817686110e-01	
3.008562195e+02	5.866567705e-01	
3.008712627e+02	5.915538260e-01	
3.008863067e+02	5.964597406e-01	
3.009013514e+02	6.013945110e-01	
3.009163968e+02	6.071774822e-01	
3.009314430e+02	6.129723627e-01	
3.009464899e+02	6.187790946e-01	
3.009615376e+02	6.245976211e-01	
3.009765861e+02	6.304278860e-01	
3.009916353e+02	6.362698339e-01	
3.010066853e+02	6.418526616e-01	
3.010217360e+02	6.468460913e-01	
3.010367874e+02	6.518479944e-01	
3.010518396e+02	6.568583386e-01	
3.010668926e+02	6.618770923e-01	
3.010819463e+02	6.669042242e-01	
3.010970008e+02	6.719397031e-01	
3.011120560e+02	6.779587031e-01	
3.011271120e+02	6.844751365e-01	
3.011421687e+02	6.910049840e-01	
3.011572262e+02	6.975481809e-01	
3.011722845e+02	7.041046630e-01	
3.011873435e+02	7.106743671e-01	
3.012024032e+02	7.172023364e-01	
3.012174637e+02	7.217445109e-01	
3.012325249e+02	7.262930923e-01	
3.012475870e+02	7.308480617e-01	
3.012626497e+02	7.354094002e-01	
3.012777132e+02	7.399770893e-01	
3.012927775e+02	7.445511107e-01	
3.013078425e+02	7.488035660e-01	
3.013229083e+02	7.523685782e-01	
3.013379748e+02	7.559375062e-01	
3.013530421e+02	7.595103419e-01	
3.013681101e+02	7.630870775e-01	
3.013831789e+02	7.666677048e-01	
3.013982484e+02	7.702522162e-01	
3.014133187e+02	7.746169290e-01	
3.014283897e+02	7.793451971e-01	
3.014434615e+02	7.840799195e-01	
3.014585341e+02	7.888210782e-01	
3.014736074e+02	7.935686550e-01	
3.014886814e+02	7.983226322e-01	
3.015037563e+02	8.030829919e-01	
3.015188318e+02	8.060849154e-01	
3.015339081e+02	8.090605043e-01	
3.015489852e+02	8.120387279e-01	
3.015640630e+02	8.150195823e-01	
3.015791416e+02	8.180030638e-01	
3.015942210e+02	8.209891686e-01	
3.016093010e+02	8.235511055e-01	
3.016243819e+02	8.253272539e-01	
3.016394635e+02	8.271044297e-01	
3.016545458e+02	8.288826323e-01	
3.016696289e+02	8.306618611e-01	
3.016847128e+02	8.324421154e-01	
3.016997974e+02	8.342233946e-01	
3.017148828e+02	8.360170316e-01	
3.017299689e+02	8.378176731e-01	
3.017450558e+02	8.396193551e-01	
3.017601434e+02	8.414220770e-01	
3.017752318e+02	8.432258381e-01	
3.017903209e+02	8.450306379e-01	
3.018054108e+02	8.468389562e-01	
3.018205015e+02	8.487369939e-01	
3.018355929e+02	8.506361617e-01	
3.018506850e+02	8.525364588e-01	
3.018657779e+02	8.544378847e-01	
3.018808716e+02	8.563404384e-01	
3.018959660e+02	8.582441194e-01	
3.019110612e+02	8.602288773e-01	
3.019261571e+02	8.623734431e-01	
3.019412538e+02	8.645193940e-01	
3.019563513e+02	8.666667290e-01	
3.019714494e+02	8.688154469e-01	
3.019865484e+02	8.709655468e-01	
3.020016481e+02	8.731170276e-01	
3.020167486e+02	8.761112923e-01	
3.020318498e+02	8.794490336e-01	
3.020469517e+02	8.827898087e-01	
3.020620545e+02	8.861336132e-01	
3.020771580e+02	8.894804424e-01	
3.020922622e+02	8.928302918e-01	
3.021073672e+02	8.962072057e-01	
3.021224729e+02	9.005533648e-01	
3.021375794e+02	9.049043738e-01	
3.021526867e+02	9.092602227e-01	
3.021677947e+02	9.136209012e-01	
3.021829035e+02	9.179863995e-01	
3.021980130e+02	9.223567074e-01	
3.022131233e+02	9.265947687e-01	
3.022282343e+02	9.305699345e-01	
3.022433461e+02	9.345490939e-01	
3.022584586e+02	9.385322397e-01	
3.022735719e+02	9.425193649e-01	
3.022886860e+02	9.465104625e-01	
3.023038008e+02	9.505055254e-01	
3.023189164e+02	9.552009789e-01	
3.023340327e+02	9.601699701e-01	
3.023491498e+02	9.651448543e-01	
3.023642676e+02	9.701256180e-01	
3.023793862e+02	9.751122478e-01	
3.023945055e+02	9.801047303e-01	
3.024096257e+02	9.851773680e-01	
3.024247465e+02	9.919799234e-01	
3.024398681e+02	9.987928436e-01	
3.024549905e+02	1.005616095e+00	
3.024701136e+02	1.012449643e+00	
3.024852375e+02	1.019293456e+00	
3.025003621e+02	1.026147499e+00	
3.025154875e+02	1.032970599e+00	
3.025306137e+02	1.039731391e+00	
3.025457406e+02	1.046502001e+00	
3.025608683e+02	1.053282401e+00	
3.025759967e+02	1.060072560e+00	
3.025911259e+02	1.066872449e+00	
3.026062558e+02	1.073682038e+00	
3.026213865e+02	1.080894319e+00	
3.026365179e+02	1.088297107e+00	
3.026516501e+02	1.095711092e+00	
3.026667831e+02	1.103136237e+00	
3.026819168e+02	1.110572507e+00	
3.026970513e+02	1.118019866e+00	
3.027121865e+02	1.125485397e+00	
3.027273225e+02	1.133533246e+00	
3.027424593e+02	1.141593750e+00	
3.027575968e+02	1.149666863e+00	
3.027727350e+02	1.157752544e+00	
3.027878740e+02	1.165850750e+00	
3.028030138e+02	1.173961438e+00	
3.028181543e+02	1.181409033e+00	
3.028332956e+02	1.187556784e+00	
3.028484377e+02	1.193711828e+00	
3.028635805e+02	1.199874148e+00	
3.028787240e+02	1.206043728e+00	
3.028938683e+02	1.212220550e+00	
3.029090134e+02	1.218404599e+00	
3.029241592e+02	1.226568936e+00	
3.029393058e+02	1.235715469e+00	
3.029544532e+02	1.244876938e+00	
3.029696013e+02	1.254053289e+00	
3.029847501e+02	1.263244468e+00	
3.029998998e+02	1.272450422e+00	
3.030150501e+02	1.281664813e+00	
3.030302013e+02	1.288996854e+00	
3.030453531e+02	1.296338346e+00	
3.030605058e+02	1.303689263e+00	
3.030756592e+02	1.311049581e+00	
3.030908134e+02	1.318419277e+00	
3.031059683e+02	1.325798326e+00	
3.031211240e+02	1.332700624e+00	
3.031362804e+02	1.338658482e+00	
3.031514376e+02	1.344622539e+00	
3.031665955e+02	1.350592784e+00	
3.031817542e+02	1.356569204e+00	
3.031969137e+02	1.362551788e+00	
3.032120739e+02	1.368540525e+00	
3.032272349e+02	1.374372529e+00	
3.032423967e+02	1.380131894e+00	
3.032575592e+02	1.385896930e+00	
3.032727224e+02	1.391667628e+00	
3.032878864e+02	1.397443977e+00	
3.033030512e+02	1.403225969e+00	
3.033182167e+02	1.408978921e+00	
3.033333830e+02	1.412344197e+00	
3.033485501e+02	1.415711575e+00	
3.033637179e+02	1.419081055e+00	
3.033788864e+02	1.422452634e+00	
3.033940558e+02	1.425826312e+00	
3.034092258e+02	1.429202086e+00	
3.034243967e+02	1.432883244e+00	
3.034395683e+02	1.437116507e+00	
3.034547406e+02	1.441352895e+00	
3.034699138e+02	1.445592404e+00	
3.034850876e+02	1.449835032e+00	
3.035002623e+02	1.454080775e+00	
3.035154377e+02	1.458329629e+00	
3.035306138e+02	1.462239221e+00	
3.035457907e+02	1.466004229e+00	
3.035609684e+02	1.469771730e+00	
3.035761468e+02	1.473541722e+00	
3.035913260e+02	1.477314203e+00	
3.036065060e+02	1.481089171e+00	
3.036216867e+02	1.484883292e+00	
3.036368681e+02	1.489031967e+00	
3.036520503e+02	1.493183572e+00	
3.036672333e+02	1.497338102e+00	
3.036824171e+02	1.501495556e+00	
3.036976016e+02	1.505655931e+00	
3.037127868e+02	1.509819224e+00	
3.037279728e+02	1.512960588e+00	
3.037431596e+02	1.514522346e+00	
3.037583472e+02	1.516084652e+00	
3.037735355e+02	1.517647505e+00	
3.037887245e+02	1.519210905e+00	
3.038039143e+02	1.520774852e+00	
3.038191049e+02	1.522339345e+00	
3.038342962e+02	1.522154583e+00	
3.038494883e+02	1.521137964e+00	
3.038646812e+02	1.520121317e+00	
3.038798748e+02	1.519104642e+00	
3.038950692e+02	1.518087939e+00	
3.039102643e+02	1.517071207e+00	
3.039254602e+02	1.516129308e+00	
3.039406569e+02	1.517584695e+00	
3.039558543e+02	1.519040570e+00	
3.039710524e+02	1.520496934e+00	
3.039862514e+02	1.521953785e+00	
3.040014511e+02	1.523411124e+00	
3.040166515e+02	1.524868951e+00	
3.040318527e+02	1.527280983e+00	
3.040470547e+02	1.531218368e+00	
3.040622574e+02	1.535158362e+00	
3.040774609e+02	1.539100963e+00	
3.040926652e+02	1.543046170e+00	
3.041078702e+02	1.546993979e+00	
3.041230760e+02	1.550944390e+00	
3.041382825e+02	1.558251469e+00	
3.041534898e+02	1.566734586e+00	
3.041686979e+02	1.575228170e+00	
3.041839067e+02	1.583732195e+00	
3.041991162e+02	1.592246637e+00	
3.042143266e+02	1.600771470e+00	
3.042295377e+02	1.609269751e+00	
3.042447495e+02	1.616769714e+00	
3.042599622e+02	1.624277762e+00	
3.042751755e+02	1.631793881e+00	
3.042903897e+02	1.639318054e+00	
3.043056046e+02	1.646850265e+00	
3.043208202e+02	1.654390498e+00	
3.043360367e+02	1.661661851e+00	
3.043512538e+02	1.668519212e+00	
3.043664718e+02	1.675383238e+00	
3.043816905e+02	1.682253918e+00	
3.043969100e+02	1.689131240e+00	
3.044121302e+02	1.696015194e+00	
3.044273512e+02	1.702905768e+00	
3.044425729e+02	1.709320259e+00	
3.044577954e+02	1.715528115e+00	
3.044730187e+02	1.721741393e+00	
3.044882427e+02	1.727960084e+00	
3.045034675e+02	1.734184181e+00	
3.045186931e+02	1.740413676e+00	
3.045339194e+02	1.746774686e+00	
3.045491465e+02	1.755105792e+00	
3.045643743e+02	1.763446060e+00	
3.045796029e+02	1.771795473e+00	
3.045948323e+02	1.780154010e+00	
3.046100624e+02	1.788521654e+00	
3.046252933e+02	1.796898386e+00	
3.046405249e+02	1.807039864e+00	
3.046557573e+02	1.820283403e+00	
3.046709905e+02	1.833548230e+00	
3.046862244e+02	1.846834270e+00	
3.047014591e+02	1.860141449e+00	
3.047166946e+02	1.873469692e+00	
3.047319308e+02	1.886818927e+00	
3.047471678e+02	1.897169376e+00	
3.047624055e+02	1.906431312e+00	
3.047776440e+02	1.915703641e+00	
3.047928833e+02	1.924986342e+00	
3.048081233e+02	1.934279392e+00	
3.048233641e+02	1.943582770e+00	
3.048386056e+02	1.952988425e+00	
3.048538479e+02	1.964629822e+00	
3.048690910e+02	1.976286777e+00	
3.048843348e+02	1.987959246e+00	
3.048995794e+02	1.999647187e+00	
3.049148248e+02	2.011350560e+00	
3.049300709e+02	2.023069321e+00	
3.049453178e+02	2.035081142e+00	
3.049605655e+02	2.047501969e+00	
3.049758139e+02	2.059939747e+00	
3.049910630e+02	2.072394426e+00	
3.050063130e+02	2.084845620e+00	
3.050215637e+02	2.097284412e+00	
3.050368151e+02	2.109739380e+00	
3.050520673e+02	2.119914330e+00	
3.050673203e+02	2.129231192e+00	
3.050825741e+02	2.138557263e+00	
3.050978286e+02	2.147892526e+00	
3.051130839e+02	2.157236961e+00	
3.051283399e+02	2.166590551e+00	
3.051435967e+02	2.176024952e+00	
3.051588543e+02	2.187231377e+00	
3.051741126e+02	2.198450560e+00	
3.051893717e+02	2.209682470e+00	
3.052046315e+02	2.220927075e+00	
3.052198921e+02	2.232184347e+00	
3.052351535e+02	2.243454252e+00	
3.052504156e+02	2.252556518e+00	
3.052656786e+02	2.258658864e+00	
3.052809422e+02	2.264765194e+00	
3.052962066e+02	2.270875504e+00	
3.053114718e+02	2.276989789e+00	
3.053267378e+02	2.283108044e+00	
