# schema=nsb-healpix-starlight-candidate-v5
# map_type=healpix
# coordinate_frame=galactic
# ordering=nested
# representation=sparse
# omitted_pixel_semantics=zero_flux_and_source_counts
# nside=128
# flux_quantity=integrated_per_pixel
# flux_unit=ph_m-2_s-1
pixel,flux_ph_m2_s,statistical_uncertainty_ph_m2_s,systematic_uncertainty_ph_m2_s,total_uncertainty_ph_m2_s,admitted_sources,excluded_sources
5755,6.22029263931458071e6,4.41643048477642951e4,1.46032851307214092e5,1.52565000847511401e5,410,29
5756,2.28636629728666805e7,1.39630466508046637e5,5.71768407437596470e5,5.88570963368887315e5,1043,77
5757,1.69917787600040883e7,1.56877747081174981e5,4.57729066366970888e5,4.83866227098403673e5,1035,93
5758,2.82079234484750442e7,1.77491199471436848e5,5.46340041634935187e5,5.74448054208099958e5,1053,89
5759,1.19925939939393252e7,7.71314895810730668e4,3.35017854746660858e5,3.43782241664763656e5,1019,86
5841,1.16337873232746907e7,8.76883072141828015e4,2.58325405677481700e5,2.72802592437323416e5,636,51
5842,1.24182237045517526e5,1.99332065977143861e3,3.11107467636420961e3,3.69487657366065696e3,9,2
5843,1.13598296497701034e8,1.17417708380643418e6,1.39462383249371499e6,1.82309282766831154e6,834,70
5844,8.43228132260603271e6,4.83349118599706271e4,2.35237808262128383e5,2.40152222851426050e5,974,83
5845,1.16726635462510604e7,1.11881027998234655e5,3.29765019652320596e5,3.48227415078475897e5,1031,93
5846,2.64215158881741650e7,1.70925965271685069e5,7.69849155315337703e5,7.88595845502495882e5,972,104
5847,2.02255423720265962e7,1.10907663088561298e5,4.58757200756408507e5,4.71973176120869757e5,871,68
5848,2.14431016415613890e6,2.63876245648471886e4,6.29140668309314424e4,6.82237974271605199e4,189,13
5849,8.85886406151318550e6,4.78559039077847337e4,2.61364269419137214e5,2.65709369175854372e5,992,64
5850,7.77578176601443533e6,5.79602098667237224e4,1.73424937489932578e5,1.82854026127897116e5,487,37
5851,8.68061921848637983e6,6.24573907521506553e4,1.79518618497295043e5,1.90073301772616658e5,484,32
5852,7.73973781894722208e6,4.46997990219556668e4,1.99654375855509017e5,2.04597023025400093e5,718,55
5853,5.21481117712767038e5,7.86736690560854640e3,1.71273669122925421e4,1.88478688284845084e4,73,7
5854,1.06665542177379193e4,2.53098047358897901e2,5.63874896270101658e2,6.18072423119252903e2,3,1
5872,3.22369429358092544e5,4.01675133801349966e3,1.11775436800210900e4,1.18773639344011281e4,51,6
5888,1.34711478005224783e7,6.66963576540266222e4,3.53335943478651636e5,3.59575712581179105e5,1068,74
5889,3.51864223882176504e7,3.82933004955161363e5,6.78051184590602294e5,7.78711175731226220e5,1025,72
5890,9.65545368751252741e7,1.18320086365227844e6,1.48346280590699916e6,1.89753160191259137e6,1070,69
5891,3.73086242527195588e7,4.79481041329385829e5,6.72401913992901100e5,8.25848898367993766e5,1054,74
5892,8.25719277487115711e7,3.17202537858951557e6,3.13843651670568017e6,4.46223360793758091e6,1056,70
5893,1.11383794483871236e7,4.52679010240822390e4,2.81670230513062677e5,2.85284597587055119e5,961,64
5894,1.57741131208698656e7,1.01361189549978357e5,3.97955900820520066e5,4.10661648738786229e5,1060,85
5895,8.64034549973828532e6,5.37805878504198045e4,2.59131347022226517e5,2.64653370730641356e5,1005,90
5896,1.83929434834834337e7,1.24915292172535424e5,4.36220185455616913e5,4.53753105132606986e5,1066,96
5897,1.66192822613453344e7,1.09191456995370492e5,4.09470944649640645e5,4.23779693700678530e5,1052,84
5898,5.03769936839039996e7,1.21729056112187728e6,1.34813110819502454e6,1.81638481470187381e6,1068,98
5899,3.77877437057450935e7,2.61163655530359421e5,6.45673677535973140e5,6.96491889997872175e5,996,110
5900,9.26905083266244829e7,3.40136942570009595e6,3.35028994257770991e6,4.77428074891126994e6,1015,89
5901,1.85308431539528146e7,1.92197084758240875e5,4.83721724726454937e5,5.20505933070798579e5,927,97
5902,4.14341182583663091e7,3.73276054265458370e5,9.82008986375423963e5,1.05056016582110943e6,1024,79
5903,8.46704318158242106e6,5.09815407983471232e4,2.57499778061352088e5,2.62498101333741273e5,975,87
5904,7.13477918861687277e6,3.58495142934046526e4,2.29239634094924491e5,2.32025855272743007e5,992,113
5905,1.03891046453930847e7,7.43504392716423754e4,3.01790512044500792e5,3.10814254788882157e5,915,99
5906,1.16712316953891106e7,7.75308689175573527e4,3.16871572558676300e5,3.26218682988758199e5,963,72
5907,6.24886930180582255e7,1.50410725255032885e6,1.60192590363382804e6,2.19738599884215975e6,929,61
5908,1.04736269044643492e7,7.08019355051252060e4,3.06456450818088080e5,3.14528965787399560e5,1002,94
5909,7.69551765372051112e6,3.45127758028973694e4,2.29251027627843316e5,2.31834348969351908e5,951,90
5910,1.60734939607238173e7,6.41511414475989513e4,3.36798246466813318e5,3.42853361908776045e5,960,135
5911,1.08403081531791892e7,5.28155946488063128e4,2.88546902399596001e5,2.93340760758727498e5,1003,117
5912,1.77283220542917214e7,1.11195745114610545e5,3.85255616503126919e5,4.00981774871125293e5,942,86
5913,2.74240371054581851e7,1.91887547810421151e5,4.28677391075146035e5,4.69664919515701476e5,919,89
5914,7.16115792392694112e6,3.30946178508829689e4,2.19759526553544973e5,2.22237492880328849e5,971,82
5915,3.98277941679501906e7,2.74060869091659901e5,6.68293930707325810e5,7.22306124705809169e5,902,116
5916,1.12167475467628613e7,8.36865248752623593e4,2.97328987374793447e5,3.08881791595131101e5,931,102
5917,2.16672548859685883e7,3.21227955858189904e5,5.84573572024993831e5,6.67018486051842337e5,951,94
5918,3.36097577458744571e7,2.15537369739457237e5,5.82763171920047724e5,6.21344729035757249e5,937,110
5919,1.80626310196953788e7,1.74593350502691639e5,3.21367828665755864e5,3.65732305574853963e5,574,53
5920,4.30613807946617827e7,2.70380152899702836e5,8.74901277607123600e5,9.15727946849195869e5,1025,71
5921,1.87743582164801881e7,1.01808499684567112e5,4.61793508666005859e5,4.72882876888223691e5,988,90
5922,1.35114310203600079e7,7.06777237219452072e4,3.35507002932795731e5,3.42870660231321934e5,1036,85
5923,1.41881982741265241e7,9.41197865775366372e4,3.67929975992712658e5,3.79777568399450334e5,993,74
5924,1.73885754758413993e7,1.22057267631065348e5,3.97932451681513165e5,4.16230960745138873e5,952,79
5925,2.64728685824029148e7,1.89257623700921336e5,5.89480373632923467e5,6.19116757185048657e5,933,81
5926,1.50701844486114439e7,1.15562597635876053e5,3.98953322939277103e5,4.15353425237643241e5,987,88
5927,1.75184874513942152e7,1.75594616616378742e5,4.24618901244179404e5,4.59493939762503549e5,971,88
5928,1.39967658123944439e7,1.01677975745689910e5,3.41671176631826558e5,3.56479457602703827e5,986,103
5929,9.19858222423352115e6,5.69161379187435086e4,2.75056897032748791e5,2.80883860983271152e5,1018,97
5930,1.05449605890746489e7,6.25126217710846977e4,3.07005642455978668e5,3.13305429861186596e5,971,107
5931,1.44859466517882235e7,1.24759515481280832e5,3.67777181829174573e5,3.88361934511267056e5,941,93
5932,9.22387185767952725e6,4.54449213030772880e4,2.62872410874819558e5,2.66771710028224043e5,957,70
5933,1.25464871837065611e7,1.38256785970270081e5,3.54025012488918845e5,3.80064005576176860e5,805,69
5934,5.77711285564355273e6,3.44417742888616485e4,1.58806867600970931e5,1.62498790805953991e5,592,44
5935,4.77627938074389880e5,9.59533344584875158e3,1.37140177335881126e4,1.67375239009297002e4,38,2
5936,2.29406775617037453e7,4.76702546627968317e5,7.09247934235155932e5,8.54563017090270761e5,1007,147
5937,1.28058019085488673e7,1.06294750698522243e5,3.39965829605227394e5,3.56195647538303747e5,943,80
5938,2.39054116614728719e7,3.22436325974300620e5,6.44852695424110861e5,7.20971693690915010e5,880,84
5939,3.15060700451808283e6,3.07592704070813343e4,7.85402654820341559e4,8.43487167535129411e4,260,21
5940,6.10777248213986121e6,6.44870697487711441e4,1.71607045216826489e5,1.83323648591317324e5,446,52
5944,6.95342111544992542e5,5.99331817170719842e3,2.79036188516280308e4,2.85400036391771864e4,142,10
5952,4.33116237793158218e7,5.45725288047375041e5,1.04912041920802719e6,1.18256912864052784e6,959,77
5953,1.07309644497937579e7,1.03505818070891342e5,2.63066488585920539e5,2.82696713442959415e5,515,72
5954,1.13287053224004786e7,5.03114379907830298e4,3.04411222618693486e5,3.08540812938755611e5,951,87
5955,5.61561453306107502e6,7.34931032658724289e4,1.45870605426327558e5,1.63338512773600116e5,293,24
5960,5.61697676976571046e6,3.10144634024651714e4,1.69341230386236857e5,1.72157919506676786e5,718,116
5961,8.27661176700274809e5,1.82958679875164598e4,2.17011151242185260e4,2.83844531927464777e4,44,6
5962,7.60870982102225680e4,8.94107365605317682e2,5.35334193832418441e3,5.42749462365926411e3,36,8
6016,2.26859093918550983e7,2.63347722645840317e5,5.20342809418133693e5,5.83188359225307824e5,955,90
6017,4.44230144896233454e6,3.53942345520746021e4,1.19694551901019833e5,1.24818017907324596e5,419,43
6018,1.07400057642585901e6,6.93140925831150980e3,4.05933086873609282e4,4.11808346745616436e4,246,14
6020,2.99905335883150838e4,6.84824189970755242e2,7.91623555908876597e2,1.04673398026380869e3,3,0
30207,1.33147573424738366e7,2.14460949985225743e5,3.08326327310265100e5,3.75577719228926289e5,100,15
30547,4.23764300450730661e4,5.51935602661597500e2,7.10865047527794673e2,8.99978902687232221e2,3,0
30548,1.02680308774236951e6,1.56696063030726218e4,2.37046509107322818e4,2.84156125482625139e4,46,5
30549,9.92967605069297552e6,6.77382447725383681e4,2.38665407907702262e5,2.48092012641709676e5,418,60
30550,5.42497159427018557e6,3.79689940500689263e4,1.11110753276498624e5,1.17419095563051917e5,313,39
30551,3.18037835912004206e6,2.68789422837647835e4,1.05967907447686506e5,1.09323716306826173e5,433,61
30553,5.71017629012915120e6,6.35025472221394157e4,1.13106168784886802e5,1.29713449267588861e5,219,40
30554,1.35149660406684503e7,1.30270800959627901e5,3.60199600305390428e5,3.83032940675898048e5,156,16
30555,2.49798587356703216e6,1.85355942221364130e4,9.72119164219993108e4,9.89632504902980436e4,442,80
30556,3.83198592392724613e6,2.39423630421140515e4,1.42495392190303595e5,1.44492814850804338e5,469,76
30557,4.57495837298070453e6,2.79333200790487463e4,1.57235824457772629e5,1.59697760984786757e5,451,63
30558,6.45324185659151897e6,5.16336121693751265e4,1.82133373572314187e5,1.89310844048854226e5,468,74
30559,2.95268942794659222e6,1.41080614947232425e4,1.25394804956814216e5,1.26185952107579593e5,462,46
30565,1.24961855993463448e6,1.25831927325779034e4,3.35718255456966654e4,3.58525342174844409e4,113,16
30566,6.25316347271837993e5,4.46710940464065425e3,2.50814166853003662e4,2.54761168425388678e4,87,8
30567,8.92354749279436655e6,9.23978233808037621e4,3.87975271701649181e5,3.98825988643516961e5,398,54
30569,1.05277944390567299e6,1.18311180215487148e4,2.58247680933832526e4,2.84058796856714252e4,69,12
30570,4.74916598070141161e5,3.81535059790004925e3,1.88591290080452054e4,1.92411966136981318e4,83,16
30571,1.56998785836551450e7,1.99390476591864863e5,3.30724826670856099e5,3.86180622419093968e5,389,57
30572,9.63037766429848969e6,4.51502996991891850e4,2.48736908850360429e5,2.52801501948384626e5,467,82
30573,1.08759318416790031e7,1.18877741854547116e5,4.94999130897176336e5,5.09073724618935958e5,476,81
30574,6.74022619123346545e6,4.96735773235785819e4,8.55168821110128076e5,8.56610282965951716e5,473,83
30575,1.87407625591444336e7,2.04034609298245021e5,3.75458369366730971e5,4.27316169737364457e5,439,47
30576,1.05035556153541785e7,8.09824586358256347e4,2.80675942975284124e5,2.92125218993102608e5,485,83
30577,1.14919316779784523e7,1.50777029273355467e5,2.40202332915787643e5,2.83603373207522265e5,478,59
30578,8.21122465295439586e6,6.21162454419317510e4,2.13042078264497250e5,2.21912944775780226e5,446,62
30579,7.60964426348229684e6,5.50210732764967906e4,1.78347187046300794e5,1.86641468146352272e5,425,61
30580,7.53526333669237643e7,1.79653013526797364e6,1.79805521908152252e7,1.80700796238853410e7,457,68
30581,4.72356962686634436e6,3.14977003718579945e4,1.25282745456928387e5,1.29181544494331130e5,496,73
30582,3.83993714966467349e6,3.50920752144501457e4,1.24619580744966501e5,1.29466187276477140e5,452,66
30583,6.58537466742973123e6,4.52575138686225910e4,3.52881174849807925e5,3.55771508309686440e5,430,65
30584,1.89912472118721195e7,3.50897376617470407e5,4.87210685860955215e5,6.00419204667976359e5,480,65
30585,4.29474426562366448e6,2.23107514183374369e4,2.62425616499432828e5,2.63372310283291212e5,435,61
30586,9.96819370219078287e6,1.79008021272066544e5,2.64734000946469430e5,3.19574659409762826e5,500,68
30587,9.72002681184809655e6,8.45688808815026277e4,4.34117633515718742e5,4.42278210341452039e5,453,61
30588,5.02721101124224160e6,2.33534676131326705e4,1.32863245271142398e5,1.34900060761800181e5,502,75
30589,1.64850394815244764e8,4.10432505952756666e6,4.00286181835739221e6,5.73309575457530748e6,485,59
30590,7.46645878808971122e6,5.50876755309472574e4,1.48182305694344308e5,1.58090631336252904e5,451,70
30591,1.77701222161864564e7,1.92002276297236647e5,3.35827450134588347e5,3.86839695955856936e5,467,58
30607,4.38511726527228544e5,2.83431222337886493e3,2.19810873725989732e4,2.21630667521763535e4,161,18
30611,1.06121336061002381e2,7.33408831717403729e1,1.04962248188430451e2,1.28046705108645966e2,1,0
30613,1.47210850381455268e6,1.23069879948293419e4,4.16545933138923356e4,4.34346301659244928e4,134,14
30614,1.85054893818430672e6,1.38689444915312179e4,5.02386971103288743e4,5.21178885667151771e4,216,34
30615,1.88650808743204512e7,2.40322265354695293e5,3.30863009835384379e5,4.08931684395501739e5,417,42
30616,2.91651076106905285e6,7.95168574378904887e4,7.46312963541142381e4,1.09053936253091873e5,28,6
30617,4.62852898931114227e7,6.32237358446351020e5,6.75251540562054841e5,9.25034442843426368e5,362,43
30618,1.44739305632616486e7,1.74545170019284153e5,3.68615254324258887e5,4.07851961007421021e5,474,71
30619,1.21384838181627706e8,1.89405439711480471e6,2.51245887519156188e6,3.14640932790995529e6,505,71
30620,7.21678126233322732e6,5.87604067861864678e4,1.61780078892652440e5,1.72120827711787861e5,461,67
30621,1.31080948589610662e7,1.26859991780833705e5,3.27511726980446081e5,3.51222705451039190e5,447,51
30622,4.91651954672438186e6,5.46986932180203366e4,1.50545170082691649e5,1.60174265333060495e5,454,92
30623,1.67783395757118091e7,1.38196928092062357e5,3.92078345996459248e5,4.15720844237334153e5,449,63
30628,9.16110345250431332e5,1.11789184122991483e4,3.01644390307873255e4,3.21692648176940274e4,139,24
30629,1.21064110179087743e7,1.01269696031278683e5,2.75318609862689103e5,2.93352839207312267e5,461,62
30630,2.30531081140741211e5,5.14255082050050896e3,5.43110509981686755e3,7.47948738528832928e3,9,0
30631,4.62543140293237101e6,2.89016560083249788e4,1.17447466386184591e5,1.20951283914464948e5,389,42
30637,3.22334437415407272e6,2.99998205539705232e4,8.10419414298193296e4,8.64163497492499882e4,195,20
30639,4.16300043317151212e4,7.25144027167852187e2,1.45311566929448986e3,1.62400092625785896e3,9,1
30640,1.06255863544782028e7,1.11964136714060456e5,2.34635204145154770e5,2.59980089496029046e5,472,72
30641,1.70828677681263126e7,1.64346472964458138e5,2.82621533132657816e5,3.26932247057569039e5,472,82
30642,3.60841066358909104e6,2.12262736008322499e4,1.13634665566057680e5,1.15600138015865552e5,462,60
30643,1.34367407242540214e7,2.24775874347738194e5,3.19318246623002575e5,3.90497549691645196e5,501,92
30644,4.23176046358909272e6,2.32020748060395090e4,1.21734473466646654e5,1.23925858098730765e5,456,56
30645,3.02278536333840061e6,1.58808472121051072e4,1.13401355408582545e5,1.14507941718807779e5,452,76
30646,1.07006633468149006e7,1.57347437116728979e5,2.92023448004388309e5,3.31716611208384682e5,500,66
30647,1.29660656600992791e7,1.17684287683149712e5,3.14876473749331606e5,3.36149944650157355e5,467,59
30648,5.47651412552798167e6,4.11232350015765624e4,1.40127202002447244e5,1.46036821377451066e5,518,79
30649,1.62227126256159022e7,1.01435608612497672e5,3.02190337009831157e5,3.18760384108036757e5,484,87
30650,5.46506510455420241e6,4.94073743285759920e4,1.25490233167709303e5,1.34866182783268829e5,419,59
30651,3.56079449094878044e6,3.05274251922174808e4,1.39277569839630014e5,1.42583888112575514e5,459,82
30652,5.85728967400581669e6,4.71533698914146298e4,1.43161766985288617e5,1.50727342637182592e5,440,65
30653,4.55963448933399934e6,3.00901673069032186e4,1.26349320483604839e5,1.29882904784371494e5,467,78
30654,8.46577430460184254e6,8.30651995570140134e4,7.94090269671138958e5,7.98422935394411557e5,461,83
30655,7.13428537715018727e6,4.56482478661372006e4,1.54211389382038324e5,1.60825729124375299e5,497,74
30656,4.18478914703399269e6,3.31228967847640015e4,1.27618870921441805e5,1.31847269621626037e5,437,57
30657,9.68370615808818676e6,9.56591215386359690e4,2.81784475105023652e5,2.97578826437226904e5,437,60
30658,6.69395513151927385e6,5.90683092733219892e4,2.19665015354570322e5,2.27468204659755545e5,456,55
30659,6.31545343348914292e6,5.91400849893382401e4,1.75856580165855587e5,1.85534596343043639e5,435,64
30660,3.56786845136356261e6,1.89956509131437997e4,1.81217808826073131e5,1.82210671996283490e5,467,67
30661,1.55682561559765656e7,2.05590948259308643e5,5.83736197787467972e5,6.18882530544797075e5,494,100
30662,8.20419620055267513e7,1.41701274833046412e6,1.43260158074477920e6,2.01501176623946684e6,479,84
30663,1.66869824891085029e7,1.25595030722367592e5,3.22942267543484806e5,3.46505151344507700e5,504,93
30664,4.27772488098773807e7,6.38465242297226447e5,6.84421043307863525e5,9.35986127111016773e5,441,42
30665,2.13024027966976315e7,2.26809679821231024e5,4.87854349790281965e5,5.38000462332429714e5,441,73
30666,5.08913486114316620e6,2.11787634244907458e4,1.28933996218329499e5,1.30661836054062675e5,469,55
30667,7.46789519624621887e6,4.54088596151600868e4,1.99117325931190280e5,2.04229464126842329e5,477,62
30668,4.58738307160528377e6,2.79654721295657291e4,1.24129145041541749e5,1.27240372052951905e5,475,71
30669,8.22405189771998376e7,1.62144236295002420e6,1.74333648392744921e7,1.75086060254841857e7,474,67
30670,4.32679805097747780e6,2.65210391476743134e4,1.81337573969379009e5,1.83266694329800346e5,449,73
30671,7.73007744427779224e6,6.54481231732662127e4,7.79609736456728540e5,7.82352093372947187e5,477,76
30672,3.89444072572413161e7,4.17710177239764074e5,1.05462706752454233e6,1.13433682992534922e6,454,78
30673,3.99372402353583742e6,3.08321126291300134e4,1.22610665440672310e5,1.26427823080917733e5,435,53
30674,7.09002322647083085e6,6.00551597504639722e4,2.15073050552805507e5,2.23300334273693763e5,472,61
30675,2.81026041789946659e6,1.67995133879730638e4,1.46196320117471652e5,1.47158376132529171e5,432,57
30676,6.70811249143459648e6,7.36783643026015634e4,1.66122077057202288e5,1.81727944609809318e5,467,58
30677,7.01238523899286054e6,5.58987308260305217e4,1.74798148635075893e5,1.83518557302009925e5,483,63
30678,4.73182913681479171e6,2.67242247677967025e4,1.34037758449665591e5,1.36675911848615884e5,456,59
30679,6.18671436110405996e6,6.15208940873435276e4,1.96497091764704819e5,2.05902713632659463e5,384,51
30680,8.95995050605024211e6,6.70802786706457700e4,2.08308604785823001e5,2.18842954225964728e5,457,89
30681,9.58497352473275922e6,5.54972472540957824e4,1.89313586165992281e5,1.97280456101994117e5,473,69
30682,3.12483268131490313e7,3.02367896457544120e5,5.50583243241940159e5,6.28146680757745868e5,485,78
30683,1.25955623211835682e8,2.33415706975610508e6,4.21313252624504827e6,4.81651065710399859e6,409,59
30684,5.84151922084860504e6,3.23457082216845083e4,1.45774077350065752e5,1.49319544827947102e5,481,74
30685,1.06596655355785824e7,1.66291743043967261e5,1.90672076784456789e5,2.52999574446082057e5,92,25
30686,2.75288845896712169e7,4.15359086770815600e5,3.91072337309329712e5,5.70491668625991442e5,131,18
30688,5.48735759916368686e6,3.47768397635160945e4,1.44589921486911102e5,1.48713395427340001e5,475,57
30689,2.78478163168194741e7,3.04670328637661587e5,4.87429814631654473e5,5.74814607803272316e5,444,60
30690,5.45592620928750280e6,8.22097218929141090e4,1.77804163242578041e5,1.95889659860094776e5,418,60
30691,7.53682379956836998e6,6.37128888053837363e4,2.08139785439075960e5,2.17672925469732611e5,459,66
30692,1.21997230289839692e7,1.67773105009845720e5,3.17696604263581568e5,3.59275586597886519e5,479,77
30693,4.24036312206403073e6,2.09301386925477273e4,1.38716061044364003e5,1.40286194250728062e5,454,79
