moon_az,moon_alt,moon_phase,altitude,azimuth,integrated_SML (ph / (cm2 ns sr)
243.0,7.0,0.081,30.0,153.0,0.021494283848089272
243.0,7.0,0.081,30.0,243.0,0.052567327615551385
243.0,7.0,0.081,30.0,333.0,0.021494283848089272
243.0,7.0,0.081,30.0,63.0,0.02962976302610347
243.0,7.0,0.081,50.0,153.0,0.015368056448849558
243.0,7.0,0.081,50.0,243.0,0.0246100683020662
243.0,7.0,0.081,50.0,333.0,0.015368056448849558
243.0,7.0,0.081,50.0,63.0,0.017836962475293983
243.0,7.0,0.081,75.0,153.0,0.012680145947516283
243.0,7.0,0.081,75.0,243.0,0.014158250509141053
243.0,7.0,0.081,75.0,333.0,0.012680145947516283
243.0,7.0,0.081,75.0,63.0,0.012582450217326761
237.0,-4.0,0.081,30.0,147.0,0.00046847724759213643
237.0,-4.0,0.081,30.0,237.0,0.0008757180417201391
237.0,-4.0,0.081,30.0,327.0,0.00046847724759213643
237.0,-4.0,0.081,30.0,57.0,0.00044663096859703857
237.0,-4.0,0.081,50.0,147.0,0.0003420271197413901
237.0,-4.0,0.081,50.0,237.0,0.000480518097075853
237.0,-4.0,0.081,50.0,327.0,0.0003420271197413901
237.0,-4.0,0.081,50.0,57.0,0.0003615718023067195
237.0,-4.0,0.081,75.0,147.0,0.0002869605520796033
237.0,-4.0,0.081,75.0,237.0,0.0003062397877005162
237.0,-4.0,0.081,75.0,327.0,0.0002869605520796033
237.0,-4.0,0.081,75.0,57.0,0.000290139629115599
230.0,-15.0,0.081,30.0,140.0,0.0
230.0,-15.0,0.081,30.0,230.0,1.1416917645528894e-10
230.0,-15.0,0.081,30.0,320.0,0.0
230.0,-15.0,0.081,30.0,50.0,0.0
230.0,-15.0,0.081,50.0,140.0,0.0
230.0,-15.0,0.081,50.0,230.0,0.0
230.0,-15.0,0.081,50.0,320.0,0.0
230.0,-15.0,0.081,50.0,50.0,0.0
230.0,-15.0,0.081,75.0,140.0,0.0
230.0,-15.0,0.081,75.0,230.0,0.0
230.0,-15.0,0.081,75.0,320.0,0.0
230.0,-15.0,0.081,75.0,50.0,0.0
221.0,-24.0,0.081,30.0,131.0,0.0
221.0,-24.0,0.081,30.0,221.0,0.0
221.0,-24.0,0.081,30.0,311.0,0.0
221.0,-24.0,0.081,30.0,41.0,0.0
221.0,-24.0,0.081,50.0,131.0,0.0
221.0,-24.0,0.081,50.0,221.0,0.0
221.0,-24.0,0.081,50.0,311.0,0.0
221.0,-24.0,0.081,50.0,41.0,0.0
221.0,-24.0,0.081,75.0,131.0,0.0
221.0,-24.0,0.081,75.0,221.0,0.0
221.0,-24.0,0.081,75.0,311.0,0.0
221.0,-24.0,0.081,75.0,41.0,0.0
209.0,-31.0,0.081,30.0,119.0,0.0
209.0,-31.0,0.081,30.0,209.0,0.0
209.0,-31.0,0.081,30.0,29.0,0.0
209.0,-31.0,0.081,30.0,299.0,0.0
209.0,-31.0,0.081,50.0,119.0,0.0
209.0,-31.0,0.081,50.0,209.0,0.0
209.0,-31.0,0.081,50.0,29.0,0.0
209.0,-31.0,0.081,50.0,299.0,0.0
209.0,-31.0,0.081,75.0,119.0,0.0
209.0,-31.0,0.081,75.0,209.0,0.0
209.0,-31.0,0.081,75.0,29.0,0.0
209.0,-31.0,0.081,75.0,299.0,0.0
195.0,-36.0,0.081,30.0,105.0,0.0
195.0,-36.0,0.081,30.0,15.0,0.0
195.0,-36.0,0.081,30.0,195.0,0.0
195.0,-36.0,0.081,30.0,285.0,0.0
195.0,-36.0,0.081,50.0,105.0,0.0
195.0,-36.0,0.081,50.0,15.0,0.0
195.0,-36.0,0.081,50.0,195.0,0.0
195.0,-36.0,0.081,50.0,285.0,0.0
195.0,-36.0,0.081,75.0,105.0,0.0
195.0,-36.0,0.081,75.0,15.0,0.0
195.0,-36.0,0.081,75.0,195.0,0.0
195.0,-36.0,0.081,75.0,285.0,0.0
180.0,-38.0,0.081,30.0,180.0,0.0
180.0,-38.0,0.081,30.0,270.0,0.0
180.0,-38.0,0.081,30.0,360.0,0.0
180.0,-38.0,0.081,30.0,90.0,0.0
180.0,-38.0,0.081,50.0,180.0,0.0
180.0,-38.0,0.081,50.0,270.0,0.0
180.0,-38.0,0.081,50.0,360.0,0.0
180.0,-38.0,0.081,50.0,90.0,0.0
180.0,-38.0,0.081,75.0,180.0,0.0
180.0,-38.0,0.081,75.0,270.0,0.0
180.0,-38.0,0.081,75.0,360.0,0.0
180.0,-38.0,0.081,75.0,90.0,0.0
164.0,-36.0,0.081,30.0,164.0,0.0
164.0,-36.0,0.081,30.0,254.0,0.0
164.0,-36.0,0.081,30.0,344.0,0.0
164.0,-36.0,0.081,30.0,74.0,0.0
164.0,-36.0,0.081,50.0,164.0,0.0
164.0,-36.0,0.081,50.0,254.0,0.0
164.0,-36.0,0.081,50.0,344.0,0.0
164.0,-36.0,0.081,50.0,74.0,0.0
164.0,-36.0,0.081,75.0,164.0,0.0
164.0,-36.0,0.081,75.0,254.0,0.0
164.0,-36.0,0.081,75.0,344.0,0.0
164.0,-36.0,0.081,75.0,74.0,0.0
