moon_az,moon_alt,moon_phase,altitude,azimuth,integrated_SML (ph / (cm2 ns sr)
279.0,32.0,0.679,30.0,9.0,1.2638637788827902
279.0,32.0,0.679,30.0,99.0,1.3330789579817093
279.0,32.0,0.679,50.0,189.0,0.9765973272864649
279.0,32.0,0.679,50.0,279.0,2.368126315183899
279.0,32.0,0.679,50.0,9.0,0.9765973272864649
279.0,32.0,0.679,50.0,99.0,0.8553148051824759
279.0,32.0,0.679,75.0,189.0,0.8703838944124414
279.0,32.0,0.679,75.0,279.0,1.1245583487355633
279.0,32.0,0.679,75.0,9.0,0.8703838944124414
279.0,32.0,0.679,75.0,99.0,0.7495770730982919
273.0,18.0,0.679,30.0,183.0,1.0659967916535693
273.0,18.0,0.679,30.0,273.0,3.580432716235434
273.0,18.0,0.679,30.0,3.0,1.0659967916535693
273.0,18.0,0.679,30.0,93.0,1.3003746223579948
273.0,18.0,0.679,50.0,183.0,0.7827354416838466
273.0,18.0,0.679,50.0,273.0,1.5137208015164
273.0,18.0,0.679,50.0,3.0,0.7827354416838466
273.0,18.0,0.679,50.0,93.0,0.798523049044619
273.0,18.0,0.679,75.0,183.0,0.66251358905562
273.0,18.0,0.679,75.0,273.0,0.7933958096021786
273.0,18.0,0.679,75.0,3.0,0.66251358905562
273.0,18.0,0.679,75.0,93.0,0.6127012195498523
267.0,5.0,0.679,30.0,177.0,0.6026047916649803
267.0,5.0,0.679,30.0,267.0,1.3385980475737131
267.0,5.0,0.679,30.0,357.0,0.6026047916649803
267.0,5.0,0.679,30.0,87.0,0.8528236105026342
267.0,5.0,0.679,50.0,177.0,0.43206988920247125
267.0,5.0,0.679,50.0,267.0,0.6533859633267934
267.0,5.0,0.679,50.0,357.0,0.43206988920247125
267.0,5.0,0.679,50.0,87.0,0.5148234723440186
267.0,5.0,0.679,75.0,177.0,0.3562723678767552
267.0,5.0,0.679,75.0,267.0,0.3903701377113342
267.0,5.0,0.679,75.0,357.0,0.3562723678767552
267.0,5.0,0.679,75.0,87.0,0.36017223266880155
261.0,-8.0,0.679,30.0,171.0,3.7712809296411815e-05
261.0,-8.0,0.679,30.0,261.0,0.0002646799728965749
261.0,-8.0,0.679,30.0,351.0,3.7712809296411815e-05
261.0,-8.0,0.679,30.0,81.0,1.331515419609885e-06
261.0,-8.0,0.679,50.0,171.0,2.161499338529508e-05
261.0,-8.0,0.679,50.0,261.0,7.899229734530519e-05
261.0,-8.0,0.679,50.0,351.0,2.161499338529508e-05
261.0,-8.0,0.679,50.0,81.0,1.0411197003705342e-05
261.0,-8.0,0.679,75.0,171.0,2.0922215198230194e-05
261.0,-8.0,0.679,75.0,261.0,3.0435292237398908e-05
261.0,-8.0,0.679,75.0,351.0,2.0922215198230194e-05
261.0,-8.0,0.679,75.0,81.0,1.4016480551118044e-05
255.0,-21.0,0.679,30.0,165.0,0.0
255.0,-21.0,0.679,30.0,255.0,0.0
255.0,-21.0,0.679,30.0,345.0,0.0
255.0,-21.0,0.679,30.0,75.0,0.0
255.0,-21.0,0.679,50.0,165.0,0.0
255.0,-21.0,0.679,50.0,255.0,0.0
255.0,-21.0,0.679,50.0,345.0,0.0
255.0,-21.0,0.679,50.0,75.0,0.0
255.0,-21.0,0.679,75.0,165.0,0.0
255.0,-21.0,0.679,75.0,255.0,0.0
255.0,-21.0,0.679,75.0,345.0,0.0
255.0,-21.0,0.679,75.0,75.0,0.0
