moon_az,moon_alt,moon_phase,altitude,azimuth,integrated_SML (ph / (cm2 ns sr)
261.0,43.0,0.343,30.0,171.0,0.3389679090666441
261.0,43.0,0.343,30.0,261.0,1.021380467259883
261.0,43.0,0.343,30.0,351.0,0.3389679090666441
261.0,43.0,0.343,30.0,81.0,0.3167727249826118
261.0,43.0,0.343,50.0,171.0,0.2766090102021867
261.0,43.0,0.343,50.0,261.0,0.8788968263462669
261.0,43.0,0.343,50.0,351.0,0.2766090102021867
261.0,43.0,0.343,50.0,81.0,0.21816984045005108
261.0,43.0,0.343,75.0,171.0,0.26304213848908187
261.0,43.0,0.343,75.0,261.0,0.36276169907535566
261.0,43.0,0.343,75.0,351.0,0.26304213848908187
261.0,43.0,0.343,75.0,81.0,0.21667332219078012
257.0,30.0,0.343,30.0,167.0,0.3076115136102886
257.0,30.0,0.343,30.0,257.0,2.3991197018091683
257.0,30.0,0.343,30.0,347.0,0.3076115136102886
257.0,30.0,0.343,30.0,77.0,0.3300275326547891
257.0,30.0,0.343,50.0,167.0,0.23594724584877078
257.0,30.0,0.343,50.0,257.0,0.557718189252949
257.0,30.0,0.343,50.0,347.0,0.23594724584877078
257.0,30.0,0.343,50.0,77.0,0.2102318910841853
257.0,30.0,0.343,75.0,167.0,0.20864917193743587
257.0,30.0,0.343,75.0,257.0,0.2675809205574943
257.0,30.0,0.343,75.0,347.0,0.20864917193743587
257.0,30.0,0.343,75.0,77.0,0.18087996200512207
253.0,17.0,0.343,30.0,163.0,0.26037230150367235
253.0,17.0,0.343,30.0,253.0,0.8499801619454227
253.0,17.0,0.343,30.0,343.0,0.26037230150367235
253.0,17.0,0.343,30.0,73.0,0.3213119301536585
253.0,17.0,0.343,50.0,163.0,0.19057551747435064
253.0,17.0,0.343,50.0,253.0,0.3629228135621939
253.0,17.0,0.343,50.0,343.0,0.19057551747435064
253.0,17.0,0.343,50.0,73.0,0.19665284607403785
253.0,17.0,0.343,75.0,163.0,0.16068628695193116
253.0,17.0,0.343,75.0,253.0,0.19139135550987207
253.0,17.0,0.343,75.0,343.0,0.16068628695193116
253.0,17.0,0.343,75.0,73.0,0.14961538559774315
248.0,5.0,0.343,30.0,158.0,0.1493093274798544
248.0,5.0,0.343,30.0,248.0,0.33005563639543767
248.0,5.0,0.343,30.0,338.0,0.1493093274798544
248.0,5.0,0.343,30.0,68.0,0.21175804731910108
248.0,5.0,0.343,50.0,158.0,0.10695935407688763
248.0,5.0,0.343,50.0,248.0,0.16131637495572382
248.0,5.0,0.343,50.0,338.0,0.10695935407688763
248.0,5.0,0.343,50.0,68.0,0.1276849206597575
248.0,5.0,0.343,75.0,158.0,0.08815300248960066
248.0,5.0,0.343,75.0,248.0,0.09648568650184189
248.0,5.0,0.343,75.0,338.0,0.08815300248960066
248.0,5.0,0.343,75.0,68.0,0.08921174650749181
242.0,-7.0,0.343,30.0,152.0,7.163397302048536e-05
242.0,-7.0,0.343,30.0,242.0,0.0002941910691484342
242.0,-7.0,0.343,30.0,332.0,7.163397302048536e-05
242.0,-7.0,0.343,30.0,62.0,1.1930367019295673e-05
242.0,-7.0,0.343,50.0,152.0,4.822671394161223e-05
242.0,-7.0,0.343,50.0,242.0,0.00011276624422239529
242.0,-7.0,0.343,50.0,332.0,4.822671394161223e-05
242.0,-7.0,0.343,50.0,62.0,3.002762118749413e-05
242.0,-7.0,0.343,75.0,152.0,3.977963469278967e-05
242.0,-7.0,0.343,75.0,242.0,5.286517325341284e-05
242.0,-7.0,0.343,75.0,332.0,3.977963469278967e-05
242.0,-7.0,0.343,75.0,62.0,3.283707076186534e-05
235.0,-18.0,0.343,30.0,145.0,0.0
235.0,-18.0,0.343,30.0,235.0,0.0
235.0,-18.0,0.343,30.0,325.0,0.0
235.0,-18.0,0.343,30.0,55.0,0.0
235.0,-18.0,0.343,50.0,145.0,0.0
235.0,-18.0,0.343,50.0,235.0,0.0
235.0,-18.0,0.343,50.0,325.0,0.0
235.0,-18.0,0.343,50.0,55.0,0.0
235.0,-18.0,0.343,75.0,145.0,0.0
235.0,-18.0,0.343,75.0,235.0,0.0
235.0,-18.0,0.343,75.0,325.0,0.0
235.0,-18.0,0.343,75.0,55.0,0.0
225.0,-28.0,0.343,30.0,135.0,0.0
225.0,-28.0,0.343,30.0,225.0,0.0
225.0,-28.0,0.343,30.0,315.0,0.0
225.0,-28.0,0.343,30.0,45.0,0.0
225.0,-28.0,0.343,50.0,135.0,0.0
225.0,-28.0,0.343,50.0,225.0,0.0
225.0,-28.0,0.343,50.0,315.0,0.0
225.0,-28.0,0.343,50.0,45.0,0.0
225.0,-28.0,0.343,75.0,135.0,0.0
225.0,-28.0,0.343,75.0,225.0,0.0
225.0,-28.0,0.343,75.0,315.0,0.0
225.0,-28.0,0.343,75.0,45.0,0.0
213.0,-37.0,0.343,30.0,123.0,0.0
213.0,-37.0,0.343,30.0,213.0,0.0
213.0,-37.0,0.343,30.0,303.0,0.0
213.0,-37.0,0.343,30.0,33.0,0.0
213.0,-37.0,0.343,50.0,123.0,0.0
213.0,-37.0,0.343,50.0,213.0,0.0
213.0,-37.0,0.343,50.0,303.0,0.0
213.0,-37.0,0.343,50.0,33.0,0.0
213.0,-37.0,0.343,75.0,123.0,0.0
213.0,-37.0,0.343,75.0,213.0,0.0
213.0,-37.0,0.343,75.0,303.0,0.0
213.0,-37.0,0.343,75.0,33.0,0.0
