moon_az,moon_alt,moon_phase,altitude,azimuth,integrated_SML (ph / (cm2 ns sr)
328.0,52.0,0.867,75.0,328.0,3.606936495694155
328.0,52.0,0.867,75.0,58.0,2.483984885735781
310.0,43.0,0.867,30.0,130.0,2.5312226869286425
310.0,43.0,0.867,30.0,220.0,2.7050141756758443
310.0,43.0,0.867,30.0,310.0,7.969940307873804
310.0,43.0,0.867,30.0,40.0,2.7050141756758443
310.0,43.0,0.867,50.0,130.0,1.7471112325380198
310.0,43.0,0.867,50.0,220.0,2.209690220273994
310.0,43.0,0.867,50.0,310.0,7.0118242607571615
310.0,43.0,0.867,50.0,40.0,2.209690220273994
310.0,43.0,0.867,75.0,130.0,1.734562662635352
310.0,43.0,0.867,75.0,220.0,2.1023366000521926
310.0,43.0,0.867,75.0,310.0,2.893765608641807
310.0,43.0,0.867,75.0,40.0,2.1023366000521926
299.0,32.0,0.867,30.0,119.0,2.602678883652295
299.0,32.0,0.867,30.0,209.0,2.4761465379697114
299.0,32.0,0.867,30.0,29.0,2.4761465379697114
299.0,32.0,0.867,30.0,299.0,13.379196798036462
299.0,32.0,0.867,50.0,119.0,1.674354847766449
299.0,32.0,0.867,50.0,209.0,1.9175977877782262
299.0,32.0,0.867,50.0,29.0,1.9175977877782262
299.0,32.0,0.867,50.0,299.0,4.667477442008786
299.0,32.0,0.867,75.0,119.0,1.4735212303532697
299.0,32.0,0.867,75.0,209.0,1.7122708463647893
299.0,32.0,0.867,75.0,29.0,1.7122708463647893
299.0,32.0,0.867,75.0,299.0,2.2143193384843234
290.0,20.0,0.867,30.0,110.0,2.5589752546177373
290.0,20.0,0.867,30.0,20.0,2.131713605203391
290.0,20.0,0.867,30.0,200.0,2.131713605203391
290.0,20.0,0.867,30.0,290.0,7.454408597329967
290.0,20.0,0.867,50.0,110.0,1.5791847630106548
290.0,20.0,0.867,50.0,20.0,1.5721933030394037
290.0,20.0,0.867,50.0,200.0,1.5721933030394037
290.0,20.0,0.867,50.0,290.0,3.103844422733354
290.0,20.0,0.867,75.0,110.0,1.2262686709469748
290.0,20.0,0.867,75.0,20.0,1.337706566120717
290.0,20.0,0.867,75.0,200.0,1.337706566120717
290.0,20.0,0.867,75.0,290.0,1.613353624984968
283.0,7.0,0.867,30.0,103.0,1.9084562981058002
283.0,7.0,0.867,30.0,13.0,1.3808953582016479
283.0,7.0,0.867,30.0,193.0,1.3808953582016479
283.0,7.0,0.867,30.0,283.0,3.294245952257453
283.0,7.0,0.867,50.0,103.0,1.156692546633117
283.0,7.0,0.867,50.0,13.0,0.9926433297060444
283.0,7.0,0.867,50.0,193.0,0.9926433297060444
283.0,7.0,0.867,50.0,283.0,1.5643647159641416
283.0,7.0,0.867,75.0,103.0,0.8171003744451164
283.0,7.0,0.867,75.0,13.0,0.8206863948389945
283.0,7.0,0.867,75.0,193.0,0.8206863948389945
283.0,7.0,0.867,75.0,283.0,0.9120291198643532
277.0,-6.0,0.867,30.0,187.0,0.002834987439317001
277.0,-6.0,0.867,30.0,277.0,0.008008269728399157
277.0,-6.0,0.867,30.0,7.0,0.002834987439317001
277.0,-6.0,0.867,30.0,97.0,0.0010579208339275452
277.0,-6.0,0.867,50.0,187.0,0.001960325753084382
277.0,-6.0,0.867,50.0,277.0,0.0036445880464684036
277.0,-6.0,0.867,50.0,7.0,0.001960325753084382
277.0,-6.0,0.867,50.0,97.0,0.0015941674022242043
277.0,-6.0,0.867,75.0,187.0,0.0016747270879395378
277.0,-6.0,0.867,75.0,277.0,0.0019902230784945704
277.0,-6.0,0.867,75.0,7.0,0.0016747270879395378
277.0,-6.0,0.867,75.0,97.0,0.0015009129911421836
