moon_az,moon_alt,moon_phase,altitude,azimuth,integrated_SML (ph / (cm2 ns sr)
356.0,65.0,0.781,30.0,176.0,1.8122792485972372
356.0,65.0,0.781,30.0,266.0,2.1620159330054207
356.0,65.0,0.781,30.0,356.0,3.525927998912362
356.0,65.0,0.781,30.0,86.0,2.1620159330054207
356.0,65.0,0.781,50.0,176.0,1.498854256595585
356.0,65.0,0.781,50.0,266.0,1.9822434232103197
356.0,65.0,0.781,50.0,356.0,3.9315504866309023
356.0,65.0,0.781,50.0,86.0,1.9822434232103197
356.0,65.0,0.781,75.0,176.0,1.8029496519180415
356.0,65.0,0.781,75.0,266.0,2.2658587018509078
356.0,65.0,0.781,75.0,356.0,3.654753589111439
356.0,65.0,0.781,75.0,86.0,2.2658587018509078
326.0,60.0,0.781,30.0,146.0,1.8123440001364528
326.0,60.0,0.781,30.0,236.0,2.141869623784944
326.0,60.0,0.781,30.0,326.0,3.9319706177456126
326.0,60.0,0.781,30.0,56.0,2.141869623784944
326.0,60.0,0.781,50.0,146.0,1.4360428215004948
326.0,60.0,0.781,50.0,236.0,1.9152770454602122
326.0,60.0,0.781,50.0,326.0,4.534768795876152
326.0,60.0,0.781,50.0,56.0,1.9152770454602122
326.0,60.0,0.781,75.0,146.0,1.6634262915411453
326.0,60.0,0.781,75.0,236.0,2.0893635969180955
326.0,60.0,0.781,75.0,326.0,3.2010050503542935
326.0,60.0,0.781,75.0,56.0,2.0893635969180955
306.0,50.0,0.781,30.0,126.0,1.816453849204629
306.0,50.0,0.781,30.0,216.0,2.050075265166067
306.0,50.0,0.781,30.0,306.0,4.900778005643699
306.0,50.0,0.781,30.0,36.0,2.050075265166067
306.0,50.0,0.781,50.0,126.0,1.3248386518989295
306.0,50.0,0.781,50.0,216.0,1.7397641171079008
306.0,50.0,0.781,50.0,306.0,9.622598829608677
306.0,50.0,0.781,50.0,36.0,1.7397641171079008
306.0,50.0,0.781,75.0,126.0,1.4088420256553915
306.0,50.0,0.781,75.0,216.0,1.7419518614657465
306.0,50.0,0.781,75.0,306.0,2.499781991251276
306.0,50.0,0.781,75.0,36.0,1.7419518614657465
294.0,39.0,0.781,30.0,114.0,1.8629908005193123
294.0,39.0,0.781,30.0,204.0,1.8991421903873194
294.0,39.0,0.781,30.0,24.0,1.8991421903873194
294.0,39.0,0.781,30.0,294.0,6.6918452462617495
294.0,39.0,0.781,50.0,114.0,1.2435017002769417
294.0,39.0,0.781,50.0,204.0,1.514908502430141
294.0,39.0,0.781,50.0,24.0,1.514908502430141
294.0,39.0,0.781,50.0,294.0,4.19622486452787
294.0,39.0,0.781,75.0,114.0,1.1731671481173318
294.0,39.0,0.781,75.0,204.0,1.3997033041695799
294.0,39.0,0.781,75.0,24.0,1.3997033041695799
294.0,39.0,0.781,75.0,294.0,1.8781074948070908
285.0,26.0,0.781,30.0,105.0,1.8968328195470805
285.0,26.0,0.781,30.0,15.0,1.6848088261387284
285.0,26.0,0.781,30.0,195.0,1.6848088261387284
285.0,26.0,0.781,30.0,285.0,7.706459293003176
285.0,26.0,0.781,50.0,105.0,1.1867047533463855
285.0,26.0,0.781,50.0,15.0,1.2710264428478686
285.0,26.0,0.781,50.0,195.0,1.2710264428478686
285.0,26.0,0.781,50.0,285.0,2.779940739757134
285.0,26.0,0.781,75.0,105.0,0.9795802635372054
285.0,26.0,0.781,75.0,15.0,1.1031199772629892
285.0,26.0,0.781,75.0,195.0,1.1031199772629892
285.0,26.0,0.781,75.0,285.0,1.3779947135104587
278.0,13.0,0.781,30.0,188.0,1.3122539048824995
278.0,13.0,0.781,30.0,278.0,3.7303953503354674
278.0,13.0,0.781,30.0,8.0,1.3122539048824995
278.0,13.0,0.781,30.0,98.0,1.7016728531544856
278.0,13.0,0.781,50.0,188.0,0.9532409709406845
278.0,13.0,0.781,50.0,278.0,1.6684840568388317
278.0,13.0,0.781,50.0,8.0,0.9532409709406845
278.0,13.0,0.781,50.0,98.0,1.0379600336220023
278.0,13.0,0.781,75.0,188.0,0.794190693074627
278.0,13.0,0.781,75.0,278.0,0.917229721876234
278.0,13.0,0.781,75.0,8.0,0.794190693074627
278.0,13.0,0.781,75.0,98.0,0.7614147842271566
272.0,0.0,0.781,30.0,182.0,0.2542606321566006
272.0,0.0,0.781,30.0,2.0,0.2542606321566006
272.0,0.0,0.781,30.0,272.0,0.38108305798760594
272.0,0.0,0.781,30.0,92.0,0.3718414935256431
272.0,0.0,0.781,50.0,182.0,0.18425919633897228
272.0,0.0,0.781,50.0,2.0,0.18425919633897228
272.0,0.0,0.781,50.0,272.0,0.22859430100101275
272.0,0.0,0.781,50.0,92.0,0.23252390299342934
272.0,0.0,0.781,75.0,182.0,0.15227853538703584
272.0,0.0,0.781,75.0,2.0,0.15227853538703584
272.0,0.0,0.781,75.0,272.0,0.156714009034034
272.0,0.0,0.781,75.0,92.0,0.15991432785167708
266.0,-14.0,0.781,30.0,176.0,0.0
266.0,-14.0,0.781,30.0,266.0,9.376292824808155e-09
266.0,-14.0,0.781,30.0,356.0,0.0
266.0,-14.0,0.781,30.0,86.0,0.0
266.0,-14.0,0.781,50.0,176.0,0.0
266.0,-14.0,0.781,50.0,266.0,1.1590137445845557e-09
266.0,-14.0,0.781,50.0,356.0,0.0
266.0,-14.0,0.781,50.0,86.0,0.0
266.0,-14.0,0.781,75.0,176.0,0.0
266.0,-14.0,0.781,75.0,266.0,0.0
266.0,-14.0,0.781,75.0,356.0,0.0
266.0,-14.0,0.781,75.0,86.0,0.0
