# wavelength_nm,irradiance_W_m2_nm
# source_product=tsis1_hsrs_p025nm
# source_release=TSIS-1 HSRS Version 2
# source_doi=https://doi.org/10.25980/ta3f-7h90
# units=W m^-2 nm^-1
# upstream_spectral_resolution_nm=0.025
# upstream_sampling_interval_nm=0.005
# reference_distance=1 AU
# runtime_grid_method=flux-conserving 1 nm cell means with exact 445/500/551 nm anchors
# runtime_sampling_interval_nm=1
490.000,2.10610525874793986e0
491.000,2.02781912083067128e0
492.000,1.90762463167731799e0
493.000,2.03140481181066734e0
494.000,1.96228792154619125e0
495.000,2.08918980021338330e0
496.000,1.99538222263137133e0
497.000,2.02369691726571332e0
498.000,1.97942224589506344e0
499.000,1.86352157379569872e0
500.000,2.17956273174917614e0
501.000,1.78212151106306815e0
502.000,1.85208353243135759e0
503.000,1.99502500597721988e0
504.000,1.87119838766584135e0
505.000,1.97951366641948634e0
506.000,2.08948724022629850e0
507.000,1.95867236228914665e0
508.000,1.90566286160857823e0
509.000,2.02924133165303155e0
510.000,1.95561889247760057e0
511.000,1.94983759575952065e0
512.000,2.02741829089330983e0
513.000,1.89604132665788638e0
514.000,1.84767222906446538e0
515.000,1.90762835263004926e0
516.000,1.93926014252086709e0
517.000,1.50424482254820213e0
518.000,1.83471994002018279e0
519.000,1.72989927065360671e0
520.000,1.92373152312934415e0
521.000,1.86652871746154281e0
522.000,1.93635349009150515e0
523.000,1.79290739281343026e0
524.000,1.97029344492665892e0
525.000,1.95050991767312509e0
526.000,1.93004425113324096e0
527.000,1.66086663889492470e0
528.000,1.90597855404104566e0
529.000,1.99132751769981553e0
530.000,1.90208054470721710e0
531.000,2.02937587751917503e0
532.000,1.97447326269036894e0
533.000,1.78578256869380225e0
534.000,1.92233249102147741e0
535.000,1.93121385105820664e0
536.000,2.01188683871427099e0
537.000,1.83764200378952181e0
538.000,1.93915431069165556e0
539.000,1.92178600123899179e0
540.000,1.89070889058337333e0
541.000,1.79465749857430246e0
542.000,1.92502325456347445e0
543.000,1.86210117740540171e0
544.000,1.93510120073595338e0
545.000,1.90483118342297231e0
546.000,1.88214746878849559e0
547.000,1.93671187087649410e0
548.000,1.82862326235181816e0
549.000,1.93165405646162824e0
550.000,1.91216601704330058e0
551.000,1.84800232343575366e0
552.000,1.94678760823747643e0
553.000,1.86466745842296655e0
554.000,1.90659341638551583e0
555.000,1.93458461367305024e0
556.000,1.89302828317479177e0
557.000,1.82017830851447693e0
558.000,1.89469683024224289e0
559.000,1.78725499426977996e0
560.000,1.78024628206734881e0
561.000,1.94407490295573848e0
562.000,1.82133292252453494e0
563.000,1.86903159147482989e0
564.000,1.83884077891779563e0
565.000,1.88265179582451392e0
566.000,1.77948811781148875e0
567.000,1.87770686443656087e0
568.000,1.86460551324480406e0
569.000,1.83872806553142332e0
570.000,1.85235567222369890e0
571.000,1.76180440450520126e0
572.000,1.88052463415628179e0
573.000,1.88890427475618927e0
574.000,1.89400808136823651e0
575.000,1.86049421745271681e0
576.000,1.82163096492124454e0
577.000,1.88840272086375172e0
578.000,1.82946950397428143e0
579.000,1.81146384154096340e0
580.000,1.86197197976254269e0
581.000,1.83707818132294065e0
582.000,1.85129497524158970e0
583.000,1.86789254610691069e0
584.000,1.85906901346857278e0
585.000,1.84560357800256036e0
586.000,1.77042042625672269e0
587.000,1.84228037206432349e0
588.000,1.84730222935007538e0
589.000,1.66353098746437889e0
590.000,1.71676952552423390e0
591.000,1.82695925786489410e0
592.000,1.80377163739860014e0
593.000,1.80743594546185204e0
594.000,1.81249197662782913e0
595.000,1.78683420201994303e0
596.000,1.81097209880209276e0
597.000,1.82052238032340208e0
598.000,1.79202200550882118e0
599.000,1.76237501104536620e0
600.000,1.77553242367024078e0
601.000,1.76393837624757421e0
602.000,1.72620467380852771e0
603.000,1.76330884319195902e0
604.000,1.78391840920654809e0
605.000,1.78923952699408662e0
606.000,1.76319369614302190e0
607.000,1.76510965591865321e0
608.000,1.74755715646008603e0
609.000,1.73330140610637495e0
610.000,1.70198194483467069e0
611.000,1.74036796374027714e0
612.000,1.70531519630618322e0
613.000,1.72585586680019132e0
614.000,1.65650227610902268e0
615.000,1.72044844405516684e0
