# schema=nsb-healpix-starlight-v2
# packer_id=candidate-v5-to-healpix-v2-packed-v1
# unit_conversion_id=pixel-flux-ph-m2-s-to-band-radiance-ph-cm2-ns-sr-v1+nested-to-ring-v1
# source_candidate_sha256=sha256:76191c8b682d96adfc3a017f44f3fcfd0bec5dcb9a958d31668250b8a0ba396a
# map_type=healpix
# coordinate_frame=galactic
# nside=128
# ordering=ring
# s10_diagnostics=not_provided
# band_definition=300-650 nm combined integrated photon radiance (corrected 300-336 nm UV + measured 336-650 nm)
# calibration_status=production
# dataset_name=NSB Gaia DR3 Starlight packed runtime map
# gaia_source_checksum_manifest_sha256=sha256:9ec782f9c83b29885924c7d47bba18d70c86b8cbefbc408b19090b6a76e8e369
# generated_by=nsb-data dataset starlight promote (candidate-v5-to-healpix-v2-packed-v1)
# generation_command=nsb-data dataset starlight promote --apply
# generation_date_utc=2026-08-24T00:00:00Z
# independent_comparison=no_admissible_independent_reference; human review #103
# magnitude_limit=Gaia DR3 catalogue as admitted by the frozen merge report
# map_resolution=HEALPix nside=128 ordering=ring
# photometry_model=gaia_dr3_xp_photon_radiance_300_650nm_packed_v1
# smoothing=none
# source_catalogue=Gaia DR3 GaiaSource and XP continuous
# source_catalogue_checksum=sha256:9ec782f9c83b29885924c7d47bba18d70c86b8cbefbc408b19090b6a76e8e369
# source_catalogue_license=CC BY-NC 3.0 IGO
# source_catalogue_release=Gaia DR3
# source_selection=Gaia DR3 full-population admission with photometric-inference fallback and selection-function weights
# validation_report=docs/nsb_components/starlight/production-runs/combined-300-650-validation.json
# version=uv-v2-packed-from-76191c8b682d96adfc3a017f44f3fcfd0bec5dcb9a958d31668250b8a0ba396a
# xp_continuous_checksum_manifest_sha256=sha256:f23df1ffb45b19fc3f34d6f37791179cef1ebec6c5b9fd613a488b3be580fccd
healpix_index,integrated_ph_cm2_ns_sr,statistical_uncertainty_ph_cm2_ns_sr,systematic_uncertainty_ph_cm2_ns_sr,total_uncertainty_ph_cm2_ns_sr
47237,2.8327311536796393e-2,2.1824326042941861e-4,8.0401872000644985e-4,8.3311237107827965e-4
47238,2.8707137584352355e-2,1.8302089993283972e-4,8.6016778911014561e-4,8.7942326284608978e-4
47239,3.2547787294358366e-2,2.6139552089452119e-4,1.0475964747347127e-3,1.0797156997192901e-3
47240,4.5149101262580850e-2,3.5109085700143426e-4,1.2486773644889155e-3,1.2970967390510952e-3
47241,8.0928148105667633e-2,1.3067003664404796e-3,1.7363317361274232e-3,2.1730885268527269e-3
47242,3.8062565918288938e-2,1.8285357875788197e-4,8.4842347580058963e-4,8.6790427211422272e-4
47243,4.0880095993347236e-2,2.0473951941111168e-4,9.8512961439605764e-4,1.0061802164467450e-3
47244,3.3996730271185563e-2,2.2901537029053684e-4,8.5753771826953783e-4,8.8759167305931669e-4
47245,3.6099904042856186e-2,4.1255762532483014e-4,1.0791279121482014e-3,1.1553011923264858e-3
47246,2.9520637103393005e-2,1.8378003694916457e-4,8.2798415246010003e-4,8.4813492954016853e-4
47247,4.1873940575977507e-2,4.6352967041819450e-4,1.1425559265024273e-3,1.2330019466910099e-3
47248,1.0159886224390947e-1,9.8012205780081377e-4,1.4779427387084797e-3,1.7734018120800549e-3
47249,3.1596672668119927e-2,1.5594642652367897e-4,8.7922836880600626e-4,8.9295118145326161e-4
47250,1.0166962460797953e-1,1.3416113804274681e-3,2.3286550517464403e-3,2.6874812457237190e-3
47251,2.6819906096118971e-2,1.6682434892793707e-4,7.4670498082265091e-4,7.6511351561750983e-4
47252,2.7127132666961037e-2,1.6808682871691455e-4,7.9199875879039676e-4,8.0963894169786476e-4
47253,1.3860495213732121e-1,2.7463328172222128e-3,3.1104511877009865e-3,4.1493674860178598e-3
47254,2.9646063872491760e-2,1.3627855183222755e-4,8.2647588991714433e-4,8.3763610255517572e-4
47255,2.0853750024508764e-2,1.1576518827579410e-4,7.1543600833433589e-4,7.2474151311891746e-4
47256,3.6182196346090358e-2,3.6801305481460250e-4,1.2177924806879112e-3,1.2721840018385675e-3
47257,2.7734934844340090e-2,1.2760293049385218e-4,1.0456163797196094e-3,1.0533736855497012e-3
47258,3.5991557247237481e-2,2.8158930628604839e-4,1.0630659117645857e-3,1.0997279982661750e-3
47259,2.8474561524873848e-2,1.5119832389026114e-4,8.4136272908589020e-4,8.5484043835214142e-4
47260,2.5246387120945801e-2,8.7015816050120469e-5,8.9785113083435287e-4,9.0205787252448219e-4
47261,3.0790873663952535e-2,1.2336997138126277e-4,1.0231319588611411e-3,1.0305431359635799e-3
47262,2.9727839714981025e-2,2.1924483765326872e-4,8.7347806444577664e-4,9.0057327736589436e-4
47263,3.3130730234332342e-2,1.5813603861257385e-4,9.2502855527966637e-4,9.3844809914606574e-4
47264,6.4103596475083097e-2,5.8396269070073060e-4,1.3470792469533813e-3,1.4682080648542040e-3
47265,3.7402509775317283e-2,2.3116968158050575e-4,1.0372102358893528e-3,1.0626591622508504e-3
47266,2.6351996342913121e-2,9.9752030024507311e-5,7.9266733339424466e-4,7.9891925056563306e-4
47267,3.7460578306569188e-2,4.2148555182153571e-4,1.0907806667143050e-3,1.1693812608691864e-3
47268,4.6081088509496104e-2,5.6956615636852466e-4,1.2691467806533747e-3,1.3910927924920178e-3
47269,6.5203028314234787e-2,4.4017942763016063e-4,1.8053822958679986e-3,1.8582688618018711e-3
47270,1.4107172425476829e-2,5.0788731844615720e-5,5.9496897126374410e-4,5.9713279264249277e-4
47271,2.6201659314340226e-2,1.4144266436886443e-4,8.3806225126457662e-4,8.4991432762273960e-4
47272,2.9447223502830879e-2,1.9914467779077487e-4,8.8348253061194457e-4,9.0564893009867635e-4
47273,2.2369761884732990e-2,7.2243604819434925e-5,7.6674096336667259e-4,7.7013689909116799e-4
47274,3.2975211383018212e-2,9.8984002968483138e-5,9.2746276832567716e-4,9.3272987486945713e-4
47275,2.2433968078745550e-2,9.0511705872826391e-5,7.4201330323595449e-4,7.4751328488471803e-4
47276,2.8417014904762245e-2,3.0059484277360698e-4,9.9425860050247287e-4,1.0387046857385526e-3
47277,2.2099601626985932e-2,7.1080845743957171e-5,7.7958394001204014e-4,7.8281773495263412e-4
47278,2.6790508789833502e-2,7.9917360744817496e-5,8.7260115671526075e-4,8.7625313879564990e-4
47279,3.0623347292479512e-2,1.0521890290122192e-4,1.0554955993629692e-3,1.0607270986461744e-3
47280,1.4119444838983738e-1,3.7291132094652724e-3,4.4464265591193592e-3,5.8031883025325319e-3
47281,4.3171515271147168e-2,2.3991534606944943e-4,1.0506839664438225e-3,1.0777273173775209e-3
47282,4.7637304517518950e-2,5.9320198607041175e-4,1.4865643981252729e-3,1.6005506258945502e-3
47283,2.6408864208434826e-2,1.5927237550152987e-4,8.1235335926973119e-4,8.2781982937999083e-4
47284,4.1241335916578942e-2,2.8476863549133357e-4,1.1447386251741179e-3,1.1796269307391748e-3
47285,3.9392582287599981e-2,2.3099788351423704e-4,1.0882687358380024e-3,1.1125146576969227e-3
47286,7.3406010454809309e-2,4.0367306748637148e-4,1.6111422485647930e-3,1.6609428920117250e-3
47287,3.7499216702849385e-2,1.6540030577825933e-4,1.0701908410090419e-3,1.0828969006009676e-3
47288,2.9472826936472536e-2,1.3804773166272235e-4,9.7378847004259595e-4,9.8352486527038176e-4
47289,2.8221797024107497e-2,9.8321337356117619e-5,8.9060189811613949e-4,8.9601273780430491e-4
47290,2.9883081679443781e-2,1.3505043734753444e-4,9.8483792888000559e-4,9.9405450896237037e-4
47291,6.6458950129855476e-2,6.6067675483445255e-4,1.7102141547424075e-3,1.8333920010352039e-3
47292,2.8852448813318665e-2,1.1663697278731194e-4,9.5337588830727584e-4,9.6048413200150039e-4
47293,4.0221944746777719e-2,8.2609194174889907e-5,9.1841008169555379e-4,9.2211786509223371e-4
47294,4.4370336944639557e-2,1.7372929355970770e-4,1.2926244605796667e-3,1.3042468568218325e-3
47295,3.4256211816226706e-2,1.8401002549613222e-4,1.0348781053835382e-3,1.0511100715364251e-3
47296,3.7062684512958841e-2,2.2205128867419397e-4,2.3600747237776452e-3,2.3704977276124942e-3
47297,6.2444911899971325e-2,1.3780105936794945e-3,9.3371522991723323e-3,9.4382904306994121e-3
47298,3.6259987615901254e-2,2.0590462984908399e-4,1.6067343772437942e-3,1.6198740925177770e-3
47299,5.6460035532962964e-2,5.3382353561516908e-4,4.9989232686315057e-3,5.0273453643888619e-3
47300,2.5552314443445301e-2,1.4517990797632515e-4,2.2913177634869895e-3,2.2959125198820261e-3
47301,2.3852153344283471e-2,8.4617721329096517e-5,1.7419839588984536e-3,1.7440379215551644e-3
47302,4.2158835667024420e-2,2.7181041502962779e-4,2.8270862620003688e-3,2.8401228203212970e-3
47303,3.0960687161410150e-2,1.0562791486616656e-4,1.4123527083820945e-3,1.4162970836915578e-3
47304,4.2579272579173141e-2,3.1263280382739421e-4,5.0504605516384941e-3,5.0601275728666744e-3
47305,8.7391122284435768e-2,1.0298032111828194e-3,5.4429441660169891e-3,5.5395068235485389e-3
47306,2.9703387617712573e-2,1.3237397005691243e-4,2.3836818495645679e-3,2.3873546087442030e-3
47307,3.7427925316486685e-2,2.0502674458147623e-4,1.9408851473216751e-3,1.9516841755487897e-3
47308,1.8811248657755578e-2,7.0873608071421880e-5,2.8965480358708394e-3,2.8974149845039936e-3
47309,5.9799039046656129e-2,9.9497345066840788e-4,2.1168782395296786e-3,2.3390480218518968e-3
47310,6.5777036893449242e-2,6.5927684317646559e-4,5.7625903288111811e-3,5.8001804500943657e-3
47311,4.2049043310114768e-2,2.4169481216760393e-4,5.3382699536026678e-3,5.3437386238256238e-3
47312,9.2879937221085868e-2,1.5487733588188737e-3,2.8508425098527535e-3,3.2443800537191453e-3
47313,2.8613931325170247e-2,1.2484433813559563e-4,2.7574044445685254e-3,2.7602292259322906e-3
47314,4.6061283112645617e-2,2.5010778833896774e-4,2.0115273876104190e-3,2.0270166099207489e-3
47315,2.1354657301271989e-2,9.3186776685310710e-5,1.0340418806729073e-3,1.0382323373573762e-3
47316,3.2789863352905957e-2,1.2332463020954805e-4,1.9595564535238559e-3,1.9634333344840903e-3
47317,4.4913428428999064e-2,2.6669831201079687e-4,4.2030926374356740e-3,4.2115455249225756e-3
47318,4.4051122591132363e-2,4.0447523007699441e-4,4.7357049963677898e-3,4.7529466675283330e-3
47319,2.9896635187642268e-2,1.0815782402937973e-4,1.5992491559886106e-3,1.6029023606661302e-3
47320,3.0579154941915411e-2,1.2619708934211746e-4,3.8577327744681962e-3,3.8597963501413530e-3
47321,1.6137791924819148e-1,6.8831036964357543e-3,3.3710455677788499e-2,3.4405986957214738e-2
47322,2.9545256918677241e-2,1.6103350575166723e-4,3.2021288058735253e-3,3.2061753974758902e-3
47323,4.5326105092422832e-2,5.1211395731241317e-4,2.5341214948793227e-3,2.5853495810206385e-3
47324,5.6667653316933866e-2,7.5238047492239121e-4,8.6272154546519503e-3,8.6599609052252589e-3
47325,4.2664195008000436e-2,7.0715939331006329e-4,2.2423396750928725e-3,2.3512042927066683e-3
47326,2.7561713759987103e-2,1.3687616864107538e-4,2.7652911915048667e-3,2.7686766621178903e-3
47327,2.7941901779819946e-2,1.1570791259344296e-4,2.6306393602497677e-3,2.6331828202257510e-3
47328,6.5524214607381684e-2,8.4919279151045540e-4,2.3706797097228366e-3,2.5181840050411074e-3
47329,2.4656785683404788e-2,9.6195605683708466e-5,3.0157039861503213e-3,3.0172378306384455e-3
47330,4.0814395014639085e-2,2.9281448139554096e-4,1.8365591494307115e-3,1.8597553145165624e-3
47331,4.3992269829506048e-2,3.9673556512733035e-4,2.6792675599409529e-3,2.7084818194680295e-3
47332,2.7357791650426420e-2,1.1123014827949432e-4,2.0593470686725577e-3,2.0623487811562173e-3
47333,2.0247985877930773e-2,7.0421945121185194e-5,1.1968044337271407e-3,1.1988745150947173e-3
47334,2.8206960287259896e-2,1.4248360059734602e-4,3.1225795347947552e-3,3.1258286145529816e-3
47335,3.9617031765450339e-2,3.2708599508588041e-4,1.3413375238206424e-3,1.3806417352052677e-3
47336,2.5863980866703325e-2,3.0061889986752766e-4,4.7037332289671576e-3,4.7133298221371444e-3
47337,5.9976654801661491e-2,3.8756423242360507e-4,2.1909052619997495e-3,2.2249206505653833e-3
47338,2.5791586769758075e-2,1.0975009974588314e-4,1.9492966791770584e-3,1.9523838320998613e-3
47339,2.9084589584041323e-2,1.9385407645042680e-4,5.6562116206887248e-3,5.6595326044621931e-3
47340,2.5397332752907797e-2,6.2718387418868272e-5,1.0200805164558898e-3,1.0220067789272916e-3
47341,3.9396347206465364e-2,2.1524065891006719e-4,4.4826968540941951e-3,4.4878613644980195e-3
47342,1.9367500399878102e-2,4.7606854739373753e-5,9.5786003960837880e-4,9.5904237033446070e-4
47343,3.7355057848303744e-2,5.9796309370692120e-4,3.2906813530851212e-3,3.3445692740587201e-3
47344,1.5571682755106173e-1,3.4097790948406674e-3,3.2970494776689827e-2,3.3146343980827567e-2
47345,5.7928245888222832e-2,3.5088048862393480e-4,3.7045495378568599e-3,3.7211294516225108e-3
47346,2.1055777268402652e-2,8.9576727185291987e-5,2.4159893330837215e-3,2.4176493640781648e-3
47347,6.5431179452428462e-2,3.8269555326027490e-4,1.5866309482827402e-3,1.6321316284337410e-3
47348,2.4525499052606353e-2,1.1783910164143649e-4,2.9707692762757903e-3,2.9731054718492318e-3
47349,3.8071112877709895e-2,2.4523794590291463e-4,5.1085533327484946e-3,5.1144363133825838e-3
47350,2.6839942695637265e-2,8.4432494911866488e-5,1.3473873565429213e-3,1.3500301977247633e-3
47351,4.2846888417244967e-2,2.0316295401123725e-4,2.1017943572125071e-3,2.1115905630336835e-3
47352,2.6365820686071517e-2,7.5824252084758732e-5,1.1161556347504817e-3,1.1187281699275582e-3
47353,2.7332167222710823e-2,1.0505299623643769e-4,2.0730383503799513e-3,2.0756984689892419e-3
47354,1.6760323592577262e-2,5.4416665812904826e-5,1.5467810243891852e-3,1.5477379335432245e-3
47355,2.5322399423040601e-2,9.5596764047307773e-5,9.2157832735252024e-4,9.2652326184623421e-4
47356,2.3237658084643620e-2,1.6917681524204368e-4,2.2821530390625617e-3,2.2884150166693818e-3
47357,8.5605144738907402e-2,8.0609998658340537e-4,1.5295690308694838e-3,1.7289819572698780e-3
47358,3.3278608839093324e-2,2.5167554393667649e-4,3.8730035162188843e-3,3.8811720930744188e-3
47359,1.5963166919369793e-2,3.7366676705739737e-5,8.5191708745747669e-4,8.5273617985286696e-4
47360,1.6709658145906772e-2,7.5813883383006977e-5,1.1310634005631398e-3,1.1336014118759139e-3
47361,2.6036174032683462e-2,1.2011384925225057e-4,2.0032189131990595e-3,2.0068167208244538e-3
47362,2.0217276843360193e-2,6.2561802560990700e-5,9.7465837943001919e-4,9.7666418780092078e-4
47363,3.8165559349407768e-2,2.1026900782364008e-4,1.6726843354486929e-3,1.6858487303748739e-3
47364,3.1241705768184823e-2,2.0573110145089558e-4,1.4581431910223150e-3,1.4725850914731340e-3
47365,3.9578994220718873e-2,2.5956135594974044e-4,1.8765466382892357e-3,1.8944126749937829e-3
47366,1.6562329161776725e-2,4.4709682252030161e-5,8.1592902633339408e-4,8.1715306503765748e-4
47367,1.1531839123099000e-2,2.2696058707308760e-5,1.1118174231175627e-3,1.1120490517187733e-3
47368,3.1049857047115558e-2,1.5731004513710385e-4,1.0662762288111169e-3,1.0778179096808027e-3
47369,3.0460629109687439e-2,3.2497736999131607e-4,1.9356030356643505e-3,1.9626944241729338e-3
47370,2.1120293066315077e-2,8.1095594388934443e-5,7.7968199600660700e-4,7.8388807257550566e-4
47371,1.9434950389663481e-2,4.3821375030451619e-5,7.8569324451447113e-4,7.8691434564712062e-4
47372,2.0569109357550609e-2,7.2348670503039476e-5,1.4526627564024901e-3,1.4544632735007225e-3
47373,7.7717501837251221e-2,1.5857397740332479e-3,2.6085337463099558e-3,3.0527068212635273e-3
47374,3.6556719305590658e-2,2.4416686233230309e-4,3.2672274523057030e-3,3.2763383039242479e-3
47375,3.2246385729052550e-2,1.2169140701802021e-4,1.0855881116372216e-3,1.0923874526330363e-3
47376,1.7726360476856017e-2,6.3605464791290821e-5,1.2753670470824719e-3,1.2769521369006671e-3
47377,5.8999439768238245e-2,3.4326652449219442e-4,1.3846464535740930e-3,1.4265614982300143e-3
47378,2.6048088338631838e-2,1.4411319117083756e-4,1.0056472161664685e-3,1.0159207327605881e-3
47379,3.7129323453132600e-2,1.2523397529703477e-4,1.1469145009530648e-3,1.1537315203569312e-3
47380,5.7038548270847124e-2,6.8565595143771742e-4,1.9386362040184337e-3,2.0563157382252764e-3
47381,6.1038941536930694e-2,1.8747880149749940e-4,1.0837645644009987e-3,1.0998608694113203e-3
47382,1.8694371904896024e-2,3.6671716066506554e-5,8.3101897957404459e-4,8.3182772205039467e-4
47383,3.0926079074845271e-2,8.3823153038269313e-5,1.0314114053571093e-3,1.0348119675023112e-3
47384,7.9479066642829901e-2,1.5157913547881518e-3,2.5457315932479502e-3,2.9628318845508679e-3
47385,3.9706946333488841e-2,1.4593053139466276e-4,1.2262409431932895e-3,1.2348937487722160e-3
47386,2.3982883705624101e-2,5.6595994119260337e-5,9.7921913588772677e-4,9.8085331351790506e-4
47387,2.8184725240504371e-2,8.5577772823516401e-5,1.0603361768353763e-3,1.0637839832913897e-3
47388,2.9214082792305824e-2,9.7626282265317595e-5,1.0412482351525522e-3,1.0458148871560647e-3
47389,4.3866885376389289e-2,2.0816661247268967e-4,1.1756866354540433e-3,1.1939733679331391e-3
47390,3.0693073452391445e-2,9.7843846209670537e-5,1.0382128692382152e-3,1.0428132047941038e-3
47391,1.2310799736801943e-1,3.4437976278189264e-3,4.1973380231755363e-3,5.4293082968428297e-3
47392,3.5466481737581962e-2,2.0574798168212184e-4,1.3319687346505453e-3,1.3477659077350342e-3
47393,5.5519189507411283e-2,2.2487932527633062e-4,1.4323301516186513e-3,1.4498759857907316e-3
47394,6.6793217597194920e-2,6.7094845049754193e-4,2.0792629965488852e-3,2.1848355617854866e-3
47395,4.6020456919684746e-2,1.8636793717949707e-4,1.4150183647548430e-3,1.4272385857319058e-3
47396,3.1079587520545050e-2,1.0021833631951226e-4,9.9645434178243278e-4,1.0014813878408886e-3
47397,6.1448749555456421e-2,3.9462672604415592e-4,1.4835412084837957e-3,1.5351302127760661e-3
47398,3.1319394960769437e-2,8.8514492839089905e-5,1.0668684202171656e-3,1.0705339982920823e-3
47399,1.0767229404973137e-1,1.3394349077926442e-3,5.8492919316269305e-3,6.0006917912528547e-3
47400,7.1214935645772706e-2,2.6792911374356559e-4,1.0671694831323303e-3,1.1002893781730050e-3
47401,4.7969428508276839e-2,3.4540109554826186e-4,1.4388544099250154e-3,1.4797310329132806e-3
47402,1.1118949038856048e-1,8.0718054245678252e-4,2.1656811736152147e-3,2.3112151292928569e-3
47403,2.6754933606230470e-2,1.0441282694808500e-4,9.9257717768464512e-4,9.9805385230041887e-4
47404,5.0726215125232406e-2,3.3561175259998454e-4,1.4628430874857727e-3,1.5008481425807679e-3
47405,4.6653932217449089e-2,1.9135369302861847e-4,1.3514246648523827e-3,1.3649047075188312e-3
47406,4.8022550431536977e-2,2.0618732541698794e-4,1.2317281802279119e-3,1.2488664953189249e-3
47407,3.3840159771456851e-2,1.8953584897047571e-4,1.0747177720216519e-3,1.0913029494801811e-3
47408,1.1048996108322647e-1,1.6351746450934887e-3,6.3697329357663458e-3,6.5762674666518216e-3
47409,4.5074999877330497e-2,1.7140607290376953e-4,1.3118012903509042e-3,1.3229522543140358e-3
47410,4.5158538198632074e-2,1.8827844212432240e-4,1.2223615761928774e-3,1.2367766955766499e-3
47411,3.4394601090760188e-2,2.1787171582618957e-4,1.0958321953957128e-3,1.1172807547894287e-3
47412,3.4129533158540989e-2,1.2696744080643044e-4,1.0821983572418725e-3,1.0896210421251701e-3
47413,4.8148855217536174e-2,2.6276572187445928e-4,1.3029696768908951e-3,1.3292011899969731e-3
47414,2.2072293443332593e-2,7.8510915794134583e-5,1.0163026394633403e-3,1.0193306719995165e-3
47415,2.3882069839600187e-2,7.3022187997943323e-5,8.6606443558537977e-4,8.6913741521454999e-4
47416,3.1313028792655212e-2,1.3518003353354811e-4,1.0415877940489460e-3,1.0503231760643392e-3
47417,4.3590834161179530e-2,1.6930686553347880e-4,1.2278181144951582e-3,1.2394362173985464e-3
47418,3.9581960998878757e-2,2.7360458986190671e-4,1.3236620618209442e-3,1.3516437124840169e-3
47419,3.7638802943842316e-2,1.3440901640176197e-4,1.0783643232973096e-3,1.0867085154035341e-3
47420,3.9037268179759409e-2,2.0152317503195763e-4,1.2302566999345965e-3,1.2466527735536163e-3
47421,2.2545162953869078e-2,1.1044388193146136e-4,8.7122867504850292e-4,8.7820114739327261e-4
47422,3.7197072567618943e-2,2.6912207982830781e-4,1.1720152734775854e-3,1.2025167338194731e-3
47423,4.3235964193194809e-2,2.8487329574624617e-4,1.1893444630378233e-3,1.2229853009697446e-3
47424,3.8469219593198552e-2,3.0450599067986220e-4,1.1873109518877583e-3,1.2257370006785874e-3
47425,1.7562839150837156e-1,1.8562765657264527e-3,2.4482613557719993e-3,3.0724170216023315e-3
47426,3.2138873293524321e-2,1.1953162728010132e-4,9.5944248729274903e-4,9.6685970871824309e-4
47427,3.9285703547823785e-2,2.6105699183887033e-4,1.1758825995105578e-3,1.2045126154672135e-3
47428,4.1348786980627272e-2,2.0632275901932869e-4,1.1279243746761610e-3,1.1466396451710349e-3
47429,3.1991196112714983e-2,1.2076457856698327e-4,1.0119705121698361e-3,1.0191508234494743e-3
47430,4.3592401078154021e-2,2.2647236496932651e-4,1.2715036937106352e-3,1.2915151471100091e-3
47431,9.3142699849024513e-2,4.6506655656073287e-4,1.2927542263939992e-3,1.3738633090270677e-3
47432,2.6389923401108194e-2,6.5430105709484896e-5,8.7386829264075188e-4,8.7631437944154318e-4
47433,4.0492354294921581e-2,2.1740363475018188e-4,1.2301204067652696e-3,1.2491839558459526e-3
47434,5.2240053139051591e-2,2.9590354729524138e-4,1.4300531083915543e-3,1.4603461240823197e-3
47435,3.2261146762666386e-2,1.0301752934921644e-4,9.7526103868964507e-4,9.8068685365881284e-4
47436,3.0461664701753384e-2,1.1672523402740632e-4,9.5598974942543130e-4,9.6308939422322143e-4
47437,4.7117954068635774e-2,2.6226822441539340e-4,1.4460481930977649e-3,1.4696394109778470e-3
47438,1.0365114183719773e-1,1.8738671638873978e-3,2.8733290541085184e-3,3.4303641207719558e-3
47439,3.7734316242517475e-2,1.7150115146502348e-4,1.0242740032909423e-3,1.0385325602846945e-3
47440,4.7555875471050175e-2,2.0061362138884984e-4,1.1074042419476075e-3,1.1254287983565663e-3
47441,4.1041376023619375e-2,2.2584701162929220e-4,1.1428273260527773e-3,1.1649296845023835e-3
47442,2.8555710741087103e-2,8.8986803918053958e-5,8.5271346073595531e-4,8.5734409509358590e-4
47443,2.1586519157181808e-2,7.6825317149155622e-5,7.9567845444101679e-4,7.9937871638961809e-4
47444,9.9875358267809189e-2,8.6195304246962704e-4,1.9633059470963630e-3,2.1441859269491054e-3
47445,3.1096757978984545e-2,1.2145048295536778e-4,9.3953121072672162e-4,9.4734846584544142e-4
47446,3.7618745842442833e-2,1.7047841242391851e-4,1.2480708228080723e-3,1.2596601398184347e-3
47447,7.2345064263775891e-2,6.3238043980661939e-4,1.8039892626666627e-3,1.9116177129506367e-3
47448,2.4916632701749385e-2,7.3103241284191867e-5,7.5984724187732331e-4,7.6335569354975686e-4
47449,2.9404373210811501e-2,1.1313580819645288e-4,8.4221282284168949e-4,8.4977770625924956e-4
47450,3.6593575909480258e-2,2.2381305659492054e-4,1.0339500142573217e-3,1.0578964582061315e-3
47451,3.9802571815983359e-2,2.2211286166455769e-4,1.2319236343990227e-3,1.2517867087917637e-3
47452,4.4384662516117571e-2,2.9872111667418231e-4,1.1488145021487019e-3,1.1870168768363155e-3
47453,2.3847582746759351e-2,9.7822894688613275e-5,7.7580291310812191e-4,7.8194595638848830e-4
47454,6.6532431500446937e-2,3.5771726137707012e-4,1.4120236534180717e-3,1.4566305080215879e-3
47455,4.0151290823550810e-2,2.5992834684849571e-4,1.0107262769860545e-3,1.0436140821613526e-3
47456,5.2025755427419669e-2,3.4805156402777494e-4,1.4871557220578224e-3,1.5273414918974420e-3
47457,2.7133490439441663e-2,1.2648670139085383e-4,7.8461230744448259e-4,7.9474232215359859e-4
47458,3.7472580740865298e-2,2.0048248292358500e-4,1.0376318048687008e-3,1.0568221176878742e-3
47459,2.8080668500089039e-2,1.3498825900496245e-4,7.9472638333731452e-4,8.0610908346302550e-4
47460,4.7603771574591794e-2,2.9951561247735126e-4,1.1393381523550619e-3,1.1780496710790801e-3
47461,2.5316153503898618e-2,9.9198275115884455e-5,7.7086259549627174e-4,7.7721904179016052e-4
47462,1.8381958080117507e-2,7.1811639422169002e-5,6.2545948307613029e-4,6.2956848438145308e-4
47463,2.0505012196929506e0,1.1654551005206443e-1,1.0178191067578204e-1,1.5473336180057851e-1
47464,3.2876883377108000e-2,1.4855927172256514e-4,9.5431454988540658e-4,9.6580853037117294e-4
47465,4.6176121392027168e-2,2.0019470377836970e-4,1.0220015529220753e-3,1.0414245501216314e-3
47466,3.5267914056491989e-2,2.3165738518797550e-4,1.0202526666250955e-3,1.0462220834353232e-3
47467,4.2881668470182668e-2,2.3365453041265230e-4,9.3509014123139406e-4,9.6384024185053904e-4
47468,5.0454574258519298e-2,2.8229234854995725e-4,1.2312525535384459e-3,1.2631990423701224e-3
47469,4.8059752468364372e-2,4.9514563912472017e-4,1.3325140353503810e-3,1.4215353876530770e-3
47470,6.7545866028860355e-2,3.9843818686177706e-4,1.4648382664760400e-3,1.5180593320691486e-3
47471,3.0817374748684682e-2,9.3093580946987563e-5,8.0752971351349175e-4,8.1287800623507783e-4
47472,2.6880238086672715e-2,7.9697463322314318e-5,7.0073557465223624e-4,7.0525316819083580e-4
47473,5.2593134011660547e-2,4.3662534895398209e-4,1.2678091509812884e-3,1.3408884139484098e-3
47474,2.6223155752094822e-2,1.7215371423693661e-4,7.6327675102002938e-4,7.8245019009088668e-4
47475,5.4342415484884721e-2,4.7717487859106391e-4,1.3923634835181014e-3,1.4718600256114910e-3
47476,3.5289200209688613e-2,1.7607011294062618e-4,8.1841559483524905e-4,8.3714083076890918e-4
47477,3.6894114604696118e-2,1.9716177304693382e-4,8.8361504237603208e-4,9.0534430349133361e-4
47478,5.1000096236649459e-2,5.3638036603261777e-4,1.3191624119464047e-3,1.4240412094309424e-3
47479,4.2799126235004585e-2,3.2920369609821593e-4,9.6875098722959407e-4,1.0231586136973286e-3
47480,3.4148378839768463e-2,1.7215711663026487e-4,8.2161639077826137e-4,8.3945909155952534e-4
47481,7.8035514189170499e-2,4.6981019699993555e-4,1.4686238092657190e-3,1.5419395300553355e-3
47482,3.7412197499864935e-2,3.8613633714550463e-4,1.0662321316698949e-3,1.1339983375073680e-3
47483,3.6013893755535153e-2,1.7808600101178930e-4,8.8013713873073948e-4,8.9797327729142598e-4
47484,5.8764996043786162e-2,3.6241855427402499e-4,1.0972613794390123e-3,1.1555646858962410e-3
47485,6.6822947458480011e-2,4.7529242678913234e-4,1.2949781520112426e-3,1.3794460138583009e-3
47486,5.1120672436589035e-2,6.5621778699548805e-4,1.3843790787533596e-3,1.5320336868552391e-3
47487,2.2679602435852157e-2,8.4648749817761869e-5,6.2423339769727493e-4,6.2994662126754375e-4
47488,2.5675725212489755e-2,1.0821330045505686e-4,7.4552643290437678e-4,7.5333908736670556e-4
47489,2.9572412209431246e-2,1.5203630718980856e-4,8.3223640770392333e-4,8.4600973813062270e-4
47490,5.0652173496642632e-2,2.5391600587091424e-4,9.9254780644060384e-4,1.0245118281930633e-3
