# schema=nsb-healpix-starlight-v2
# packer_id=candidate-v5-to-healpix-v2-packed-v1
# unit_conversion_id=pixel-flux-ph-m2-s-to-band-radiance-ph-cm2-ns-sr-v1+nested-to-ring-v1
# source_candidate_sha256=sha256:76191c8b682d96adfc3a017f44f3fcfd0bec5dcb9a958d31668250b8a0ba396a
# map_type=healpix
# coordinate_frame=galactic
# nside=128
# ordering=ring
# s10_diagnostics=not_provided
# band_definition=300-650 nm combined integrated photon radiance (corrected 300-336 nm UV + measured 336-650 nm)
# calibration_status=production
# dataset_name=NSB Gaia DR3 Starlight packed runtime map
# gaia_source_checksum_manifest_sha256=sha256:9ec782f9c83b29885924c7d47bba18d70c86b8cbefbc408b19090b6a76e8e369
# generated_by=nsb-data dataset starlight promote (candidate-v5-to-healpix-v2-packed-v1)
# generation_command=nsb-data dataset starlight promote --apply
# generation_date_utc=2026-08-24T00:00:00Z
# independent_comparison=no_admissible_independent_reference; human review #103
# magnitude_limit=Gaia DR3 catalogue as admitted by the frozen merge report
# map_resolution=HEALPix nside=128 ordering=ring
# photometry_model=gaia_dr3_xp_photon_radiance_300_650nm_packed_v1
# smoothing=none
# source_catalogue=Gaia DR3 GaiaSource and XP continuous
# source_catalogue_checksum=sha256:9ec782f9c83b29885924c7d47bba18d70c86b8cbefbc408b19090b6a76e8e369
# source_catalogue_license=CC BY-NC 3.0 IGO
# source_catalogue_release=Gaia DR3
# source_selection=Gaia DR3 full-population admission with photometric-inference fallback and selection-function weights
# validation_report=docs/nsb_components/starlight/production-runs/combined-300-650-validation.json
# version=uv-v2-packed-from-76191c8b682d96adfc3a017f44f3fcfd0bec5dcb9a958d31668250b8a0ba396a
# xp_continuous_checksum_manifest_sha256=sha256:f23df1ffb45b19fc3f34d6f37791179cef1ebec6c5b9fd613a488b3be580fccd
healpix_index,integrated_ph_cm2_ns_sr,statistical_uncertainty_ph_cm2_ns_sr,systematic_uncertainty_ph_cm2_ns_sr,total_uncertainty_ph_cm2_ns_sr
181627,4.7610065643714637e-2,3.5761939319270853e-4,9.3789319881228334e-4,1.0037605704379200e-3
181628,1.4174859810893583e-2,7.5995238581065907e-5,4.2020740918012405e-4,4.2702405437734461e-4
181629,2.9187599267299885e-2,3.7979043488859022e-4,7.3512799522091959e-4,8.2743818125005143e-4
181630,2.0277063824391872e-1,4.4673896740907897e-3,4.4858960037667669e-3,6.3309425409478837e-3
181631,3.6073509501547064e-2,3.7798984799872236e-4,8.7113472494415643e-4,9.4960625218752030e-4
181632,1.9034212764086761e-2,1.0331236595375439e-4,4.7349594423193314e-4,4.8463579537942966e-4
181633,1.4996550613169310e-2,8.5293908962323376e-5,4.1411796063997309e-4,4.2281052048250093e-4
181634,2.0499751570835271e-2,1.9234238462993510e-4,5.7337551002995706e-4,6.0477687491110571e-4
181635,1.5761024309323537e-2,1.5858141307468671e-4,4.5238464020472421e-4,4.7937451670476000e-4
181636,9.8272071627782311e-3,4.3127579354944060e-5,3.3909399599237305e-4,3.4182557864953950e-4
181637,1.1567586397358947e-2,5.0978368492315734e-5,3.6657385761964167e-4,3.7010159030228938e-4
181638,7.8319454202128477e-2,1.1637728448453796e-3,1.3976415216444742e-3,1.8187273180507817e-3
181639,1.2707189250812748e-2,1.2665269682164549e-4,4.5094218289623865e-4,4.6839060401274109e-4
181640,2.5989215982660508e-2,1.3752422740039943e-4,5.8641195922864509e-4,6.0232208912545688e-4
181641,2.5209537732874709e-2,2.6461569528795628e-4,6.7261916482261428e-4,7.2279873206820150e-4
181642,1.0236947098305511e-2,4.7530617277702850e-5,3.1801283459778829e-4,3.2154521073671693e-4
181643,4.1892068521296927e-2,4.7624763232784862e-4,1.0282626765727846e-3,1.1331972199623986e-3
181644,1.4264017505607929e-2,1.1887518622168780e-4,4.3221567613845486e-4,4.4826521234539560e-4
181645,2.9543230319044839e-1,4.2183500852159671e-3,4.2405523796995651e-3,5.9813678975981074e-3
181646,2.3223276129690280e-2,1.6237495986248199e-4,6.1547650555979086e-4,6.3653511803076022e-4
181647,1.8014432807792850e-2,1.9082084304117619e-4,5.2052264491841418e-4,5.5439734668539565e-4
181648,2.0178528982862272e-2,3.5669215560815498e-4,7.0380626158806487e-4,7.8903266581489514e-4
181649,3.4204433670347270e-2,1.7807845605592786e-4,6.8024213769640740e-4,7.0316520278597492e-4
181650,1.7082629383578150e-2,8.0024953794843106e-5,4.1218719007566002e-4,4.1988364208710854e-4
181651,1.1761814707449959e-2,8.6594443870585325e-5,3.8324377308071437e-4,3.9290506145174314e-4
181652,1.2403309010491375e-2,4.6004514260425919e-5,3.9126277790052668e-4,3.9395809003341282e-4
181653,1.7547073144503076e-2,8.5919764281639131e-5,4.3701638294048692e-4,4.4538244784970895e-4
181654,2.9642208363927010e-2,3.2877169626074123e-4,1.0883430554680079e-3,1.1369175144431564e-3
181655,2.6865282867992311e-2,2.9180095070905623e-4,7.2112420777039590e-4,7.7792539350967987e-4
181656,1.1391284266588230e-2,4.2214305980475060e-5,3.4493284968422505e-4,3.4750642932281604e-4
181657,1.6145488758873772e-2,8.5301523104034090e-5,4.4893771446162729e-4,4.5696982538226503e-4
181658,1.6177681143057024e-2,1.0845302620410154e-4,4.2852688818430305e-4,4.4203772779000409e-4
181659,1.5814065243312581e-2,9.4667611953798541e-5,4.6366295634957141e-4,4.7322858519309625e-4
181660,9.5603848314990240e-3,3.8739642729362486e-5,3.2463740520977157e-4,3.2694067471046194e-4
181661,1.9160607298720229e-2,8.0848179412279638e-5,5.0432291028106502e-4,5.1076220097873647e-4
181662,3.0016720251933016e-2,1.5916217878455570e-4,5.9245854554938477e-4,6.1346534323459482e-4
181663,4.1958398824786698e-2,9.9219225156617157e-4,1.2042532217033557e-3,1.5603433231346430e-3
181664,2.3375438583766846e-2,3.8300604635911725e-4,6.8236572326822688e-4,7.8250662095538366e-4
181665,7.7180991998956727e-2,6.2231989943731627e-4,1.3140182523726409e-3,1.4539346700605639e-3
181666,2.1993710369012567e-2,1.1221548855860442e-4,5.4117193742824865e-4,5.5268379904995456e-4
181667,3.2299102945653704e-2,3.0883217217781816e-4,5.7771005205361960e-4,6.5507725866180498e-4
181668,8.3614157449869983e-2,2.4658719841142676e-3,2.5870275650646977e-3,3.5739664610127792e-3
181669,1.3232923081992885e-2,5.9891191255335848e-5,4.4109729178825848e-4,4.4514466818430977e-4
181670,2.1055234827919610e-2,2.3064091843625402e-4,5.9198084801953619e-4,6.3532397851729793e-4
181671,1.9467750029377593e-2,1.5789286739597449e-4,5.5554311175569945e-4,5.7754506888530214e-4
181672,1.2359053571457126e-2,4.8774348137774079e-5,3.9863163877517483e-4,4.0160443283017460e-4
181673,5.6875209807914003e-2,8.9748296920580883e-4,1.3695602523591647e-3,1.6374281556320489e-3
181674,1.8785801878398314e-2,1.8348619654163473e-4,5.1206774711299663e-4,5.4394904352769594e-4
181675,2.0825493276577279e-2,2.2827606302765519e-4,2.1256214554178695e-3,2.1378438981095389e-3
181676,1.9327418160697770e-2,1.0848016949749803e-4,4.7178858525965102e-4,4.8409959342629995e-4
181677,2.4610338021683737e-2,1.5629221195492709e-4,6.2058781793148255e-4,6.3996601103708840e-4
181678,1.8994707664600215e-2,1.2467035623155926e-4,4.7115238232342587e-4,4.8736768983175687e-4
181679,4.0139186928698078e-1,1.0897623424050148e-2,9.8728416495513643e-3,1.4704801886782514e-2
181680,1.9501348587548189e-2,1.1741642414677947e-4,5.2890211868422763e-4,5.4177861512621670e-4
181681,1.1072592181478018e-2,5.0623120428931042e-5,3.3042154507478155e-4,3.3427697762718862e-4
181682,1.7683183454459496e-2,1.5065564665713498e-4,1.9924260854939334e-3,1.9981138180860361e-3
181683,1.1265497823259347e-2,7.3899082843960985e-5,1.7100762210463926e-3,1.7116722105103795e-3
181684,1.5004610216057075e-2,7.5949351792192518e-5,1.5699402258064672e-3,1.5717762616361513e-3
181685,2.0143459761954158e-2,3.7963084961350254e-4,2.7353815711198214e-3,2.7615995223059064e-3
181686,7.3261211379620451e-3,3.0436194160799896e-5,8.5314430946494197e-4,8.5368704727634636e-4
181687,1.6043237979700375e-2,1.1959937456569146e-4,1.9616360041765256e-3,1.9652785612421842e-3
181688,2.9096898897651446e-2,2.8327121341474766e-4,3.6984963034690111e-3,3.7093284415273074e-3
181689,9.1117178214206191e-3,5.6367098785169576e-5,1.3830652687803217e-3,1.3842134183469834e-3
181690,1.2027154559216286e-2,7.0576328363916918e-5,1.4979743134281268e-3,1.4996359764342143e-3
181691,1.7557346568836129e-2,1.2161831571585755e-4,1.8696475971793701e-3,1.8735989838693215e-3
181692,1.0279208315424972e-2,5.7586629280053305e-5,1.0626334564830067e-3,1.0641926905917277e-3
181693,1.0057876170319720e-2,7.9583965659084434e-5,1.5440263219028863e-3,1.5460759652484678e-3
181694,1.2881164754171642e-2,1.3482464120720397e-4,2.8427592186462836e-3,2.8459546129682178e-3
181695,2.2670280343306100e-2,3.2220787488089904e-4,3.6095912730826486e-3,3.6239435803209854e-3
181696,2.4133939348977642e-2,2.0790005585932475e-4,3.7927218765396401e-3,3.7984156784123401e-3
181697,2.1902967562733300e-2,1.9257938268782957e-4,1.7456224075146217e-3,1.7562130873711110e-3
181698,1.0909027317816525e-2,7.7745063541018145e-5,2.0534607528723400e-3,2.0549319595772591e-3
181699,7.5318779515205032e-3,3.8054159751823056e-5,7.5030490698655252e-4,7.5126930758717713e-4
181700,3.0529550320937203e-2,6.7064602086928005e-4,6.1658779250934196e-3,6.2022428743529661e-3
181701,1.1735611538202441e-2,1.1800307725702059e-4,2.3069934573125305e-3,2.3100094238606367e-3
181702,1.7426947121727477e-2,1.4002363400132889e-4,1.4444793729714927e-3,1.4512502461736412e-3
181703,5.7846959818429092e-2,1.7174152916164501e-3,1.3139831219193017e-2,1.3251591593192022e-2
181704,1.4774327527909983e-2,8.4486772226645846e-5,1.0590489872116828e-3,1.0624136539010443e-3
181705,2.5732551179422331e-2,4.1818221075900358e-4,6.1567531642966753e-3,6.1709388173496272e-3
181706,2.3912413989960693e-1,6.1875382802838936e-3,4.0907234695544401e-2,4.1372545007605351e-2
181707,7.3906740465103857e-3,6.3562202781775650e-5,1.7732478766756161e-3,1.7743867069376542e-3
181708,2.1015141130958700e-2,1.2723491145988255e-4,1.5681977699980227e-3,1.5733508726666710e-3
181709,1.1000408478914375e-2,9.6887425254664608e-5,2.3694972743690279e-3,2.3714772835544367e-3
181710,8.5192411581117376e-3,4.3272672717072431e-5,1.2267638747307014e-3,1.2275268341459436e-3
181711,1.5400472570308972e-2,1.3287636455895364e-4,3.1977305094941840e-3,3.2004900467910127e-3
181712,1.4795520327682764e-2,7.9811192919778160e-5,1.1603624706222472e-3,1.1631039892218765e-3
181713,8.6599265489009074e-3,6.6047942635316686e-5,1.3843593824365782e-3,1.3859340642565009e-3
181714,4.4359913845358902e-2,7.7601128730431278e-4,1.0131350394707739e-2,1.0161026244349945e-2
181715,7.5284491300633442e-3,6.5089584496510734e-5,1.6287620764461697e-3,1.6300621324597314e-3
181716,6.9150092496508483e-2,1.8920127822283392e-3,1.5957448186328427e-2,1.6069221044825784e-2
181717,1.6073049405840270e-2,1.2284284830262271e-4,2.5487361201885798e-3,2.5516947653928031e-3
181718,1.6429367335730430e-2,2.8173861093296645e-4,3.2600764330731244e-3,3.2722278335056720e-3
181719,1.5860239335229624e-2,1.6224053223568957e-4,2.9208901423417367e-3,2.9253924888686736e-3
181720,3.1672753111552446e-2,6.7422897779499875e-4,7.4343152744840366e-3,7.4648260739902800e-3
181721,1.0189379799592103e-2,6.2037080239323028e-5,1.4085093451947804e-3,1.4098748791384465e-3
181722,1.0042227365139263e-2,8.7612138329664903e-5,2.3607883278681007e-3,2.3624134726548101e-3
181723,7.8627090817223085e-3,8.2767535971872301e-5,1.2126082921501940e-3,1.2154296915915235e-3
181724,1.2518723505740822e-1,4.4194464309534418e-3,2.9740372757524672e-2,3.0066946611064162e-2
181725,1.3301112229364833e-2,1.2798215275606050e-4,9.3358169273899654e-4,9.4231322204534843e-4
181726,1.7517264314986979e-2,1.4595198695175064e-4,3.3129112374683063e-3,3.3161246734462421e-3
181727,2.4328294392331501e-2,3.4917001833944280e-4,4.5891832617020994e-3,4.6024474696832645e-3
181728,2.8205815093382734e-2,7.2520055071370148e-4,6.5102906585983323e-3,6.5505572509663755e-3
181729,2.6007967337880571e-2,3.5096546318583616e-4,2.6119891614799079e-3,2.6354627935218059e-3
181730,8.3353919731546707e-3,9.0859235949877521e-5,1.7931872208652320e-3,1.7954876245276016e-3
181731,1.0153305008944572e-2,9.2661204134761841e-5,1.5937488049539018e-3,1.5964402124864223e-3
181732,1.4150817809634619e-1,5.4896383682935873e-3,3.1810700933061507e-2,3.2280904932596319e-2
181733,3.4694405046125712e-2,5.7800848547857853e-4,6.5949074830145404e-3,6.6201887071900313e-3
181734,2.5051985056810343e-2,3.7081609188882527e-4,1.3302207045091492e-3,1.3809387012856578e-3
181735,7.8355334818514741e-3,3.8309168188083789e-5,8.4609353130212579e-4,8.4696036275528513e-4
181736,1.1471932485639056e-2,1.4755654863788403e-4,2.0981928761903712e-3,2.1033749738793477e-3
181737,1.6476480620070115e-2,1.4128916508646369e-4,1.0458721452215199e-3,1.0553725277460534e-3
181738,9.3600525958649587e-3,4.8589566246821416e-5,6.1001879391101965e-4,6.1195087619245170e-4
181739,1.5213592703404416e-2,1.7084076660910588e-4,2.1158182163208334e-3,2.1227042403619634e-3
181740,1.8433228177046478e-2,1.2177273950762007e-4,2.3316331196259624e-3,2.3348108284449703e-3
181741,1.7518925443923049e-2,2.0973015526343426e-4,1.1439174053239985e-3,1.1629848529667156e-3
181742,1.0818593906674064e-2,5.0857937675458002e-5,2.7749146047999581e-4,2.8211352407128920e-4
181743,1.9409393514342704e-2,2.6407534307645777e-4,5.0573879924712165e-4,5.7053266329358337e-4
181744,3.4293046553527093e-2,3.4777895723384425e-4,6.9642989609579472e-4,7.7843741127380265e-4
181745,2.4593566279024495e-2,4.2514410017348379e-4,7.2313946471502084e-4,8.3885528629236645e-4
181746,8.7418034928629110e-2,2.1157733565787163e-3,2.2712353168810643e-3,3.1040307281108214e-3
181747,9.8254458358806671e-3,5.0277236364578246e-5,2.7981217646115878e-4,2.8429325456716403e-4
181748,5.7929255189823996e-3,2.9614349025159002e-5,1.9788163510548482e-4,2.0008535973479964e-4
181749,1.2708867108633084e-2,7.5685676384915760e-5,5.2352156845038734e-4,5.2896422775325336e-4
181750,1.2095305730752499e-2,7.1765736767099818e-5,2.8628998262608674e-4,2.9514788687329225e-4
181751,1.6920835692216710e-2,1.3034037327513015e-4,3.7140790691638263e-4,3.9361459097130610e-4
181752,1.1880215025184757e-2,1.2562076197870093e-4,3.0146807349560462e-4,3.2659389947955347e-4
181753,8.5129826100518568e-3,9.4069187813912572e-5,2.6270378519452228e-4,2.7903815303914782e-4
181754,5.4374074305471740e-2,1.7288476389394666e-3,1.7665467333792706e-3,2.4717608136467289e-3
181755,2.2155709842358637e-2,1.5134512771362656e-4,5.0438780727863188e-4,5.2660460291759721e-4
181756,4.2291046120785152e-2,4.7217229506194859e-4,7.9903309006974896e-4,9.2811667114133856e-4
181757,3.8922887336266178e-2,2.9207780246928732e-4,8.2602622185144455e-4,8.7614425860212076e-4
181758,7.7243578521302095e-3,5.3046815459097193e-5,2.2655865075748487e-4,2.3268602636042308e-4
181759,1.7110273891395508e-2,1.6660047997021400e-4,3.6628889640884785e-4,4.0239691295873207e-4
181760,1.5118898951163444e-2,1.3046251518165550e-4,3.3907297950242296e-4,3.6330559216199009e-4
181761,1.0254211402715985e-2,7.3341980534047919e-5,2.7859941107582429e-4,2.8809144027626507e-4
181762,2.2482184017229886e-2,1.5592244746225696e-4,5.1173204181577435e-4,5.3495933700007671e-4
181763,2.3061690209969350e-2,1.7457377435831136e-4,4.7971833177515663e-4,5.1049552450030920e-4
181764,2.6414330537088710e-2,2.4356211000514766e-4,6.1750084400302165e-4,6.6379951323769710e-4
181765,4.7641514851599412e-2,9.6842276201827338e-4,1.1418317671652576e-3,1.4972048725885301e-3
181766,4.3716096638337129e-2,4.0935136528456482e-4,8.9058338570024357e-4,9.8015677681973206e-4
181767,1.3243630226449773e-2,1.0536545397702162e-4,3.4029375728938943e-4,3.5623267697098448e-4
181768,3.1786487810091794e-2,2.7177033028277932e-4,6.3621421287209166e-4,6.9182919646576502e-4
181769,1.1486985446766901e-2,5.0363994104294453e-5,2.8794319093749165e-4,2.9231457902301444e-4
181770,1.8145379775832395e-2,4.1966080228906274e-4,5.2669913207818990e-4,6.7344425508709949e-4
181771,3.1935717749523307e-2,1.9353695570520617e-4,6.2948406713582092e-4,6.5856415329221610e-4
181772,1.1555063129469705e-2,6.6797975857501148e-5,2.8611770507513951e-4,2.9381169264704871e-4
181773,2.7012322155412185e-2,5.2559424818805051e-4,7.2407851831326835e-4,8.9472845847838114e-4
181774,2.8720536235935238e-2,2.1951024490448386e-4,6.9028605936758130e-4,7.2434770060741580e-4
181775,1.7578040667514148e-2,1.1481854931976803e-4,3.9365204485722365e-4,4.1005515688522886e-4
181776,6.4873920387123040e-3,6.0301649056268947e-5,2.0291840301338491e-4,2.1168884514874162e-4
181777,1.3341131967521123e-2,7.2769809160040127e-5,3.5172486069845249e-4,3.5917380578006302e-4
181778,3.1297632509637401e-2,2.8189526121972613e-4,7.4490238326576307e-4,7.9645746835167004e-4
181779,2.3028453666800369e-2,3.7193227378825780e-4,6.6382255391944720e-4,7.6091655217733374e-4
181780,7.6155675700812315e-3,3.3985778116290599e-5,2.2274759443991637e-4,2.2532537350005485e-4
181781,5.8896348304760234e-3,2.6667167882023547e-5,1.8560877858498913e-4,1.8751468350681113e-4
181782,2.0008941024164038e-2,1.4352919532826028e-4,3.3742237186004681e-4,3.6668036072748372e-4
181783,7.3887405026203917e-2,6.8155503884083650e-4,9.2230623254705227e-4,1.1468068963711683e-3
181784,1.8826077808441970e-2,2.5807391030459629e-4,4.8079901552505944e-4,5.4568290839073484e-4
181785,9.3268599664532471e-3,4.1035686557072298e-5,2.4974889938564007e-4,2.5309768927342824e-4
181786,1.9583058069191712e-2,1.4676343637643491e-4,3.7006567599632748e-4,3.9810565282050279e-4
181787,1.5709106755040014e-2,1.8972167333386114e-4,4.0393245515741579e-4,4.4626868774550837e-4
181788,7.2598688276852411e-2,2.0372842867387351e-3,2.1519646840487479e-3,2.9633560816050416e-3
181789,1.8722755424472597e-2,1.8228141663431896e-4,5.1332757500462719e-4,5.4473086392304356e-4
181790,7.6301037195398011e-3,3.5638315614734834e-5,2.4928642551013205e-4,2.5182099095086188e-4
181791,3.9213149044418132e-2,2.8459887302519473e-4,1.9696590641844307e-3,1.9901139031852171e-3
181792,1.4482874382013041e-2,1.0582002345779319e-4,3.7219521766967013e-4,3.8694593604375919e-4
181793,3.8676771497381225e-2,7.5138854927539402e-4,1.0886210061898721e-3,1.3227548703747156e-3
181794,1.5486236312330360e-2,7.8220156655298549e-5,3.7215744189264066e-4,3.8028877772457821e-4
181795,2.5456041684898286e-2,1.5636454090186506e-4,5.2773088582922423e-4,5.5040871859877798e-4
181796,9.8049389784296438e-3,4.4734651458210513e-5,3.4596128069413600e-4,3.4884150667690666e-4
181797,5.1145282000325818e-3,3.1325149616305513e-5,1.8021620925496031e-4,1.8291841645037157e-4
181798,1.6252455837478082e-2,8.6448995196223061e-5,5.5739672825788904e-4,5.6406076041773682e-4
181799,6.0018311666807152e-3,2.6352421204000407e-5,1.9778481497763310e-4,1.9953266183522338e-4
181800,1.2874703753768246e-1,3.0791066345656720e-3,2.8518266879008443e-2,2.8684010240016586e-2
181801,1.7415393794058012e-2,1.1101765948719283e-4,6.0924303804287796e-4,6.1927538310652228e-4
181802,1.9308783199909894e-2,1.7546057433559645e-4,5.2157334009454552e-4,5.5029552264538532e-4
181803,1.7748926695183388e-2,1.8504189462933453e-4,4.4451067068300356e-4,4.8148752748027371e-4
181804,4.8607361629070489e-1,1.4114673985515708e-2,3.5213270966664523e-1,3.5241547814886232e-1
181805,1.0294160706120397e-2,8.5882900271250603e-5,3.8693748694968637e-4,3.9635399754000248e-4
181806,1.9546704822070077e-2,1.4158024514555805e-4,5.7053481722506793e-4,5.8783921567169876e-4
181807,1.8170560530465615e-2,1.4076710833845567e-4,4.4127044518432978e-4,4.6317921432545645e-4
181808,1.2630850982936091e-2,7.9727869404543601e-5,4.2554977039194869e-4,4.3295397011741123e-4
181809,2.5403369912511433e-2,2.0297049024598147e-4,1.3181497796461016e-3,1.3336850683320107e-3
181810,3.7721003047186015e-2,3.6379842003960556e-4,6.7047328412187944e-4,7.6281302764471170e-4
181811,1.9574711952398457e-2,1.0722398038763957e-4,4.4760949193488781e-4,4.6027300511802485e-4
181812,2.1225539932426145e-2,2.4680872831395943e-4,7.5635949653432729e-4,7.9560934909641103e-4
181813,9.3735671473684900e-3,5.7286920887509613e-5,6.1791529631754659e-4,6.2056514946294973e-4
181814,1.7975436975850915e-2,1.3252542271278251e-4,2.1002650634689736e-3,2.1044420458861614e-3
181815,9.8126124569745642e-3,8.7051025159295048e-5,3.4906546901955314e-4,3.5975628228444438e-4
181816,9.1757191906558424e-3,5.1371295908381172e-5,3.1039490524153383e-4,3.1461723926575798e-4
181817,2.2571526190670117e-2,3.0376041541658192e-4,8.5608267941306680e-4,9.0837654305090353e-4
181818,1.5944781041045242e-2,1.2179769482474277e-4,8.4661462947969383e-4,8.5533093555281877e-4
181819,1.0217241096425696e-2,7.5173166435150336e-5,3.8746168615833287e-4,3.9468666457399501e-4
181820,1.4491303547392401e-2,7.9103586317901705e-5,3.5584488751521504e-4,3.6453115276896395e-4
181821,1.2565566538356143e-2,1.3544608587915438e-4,6.5605038267523138e-4,6.6988636856432659e-4
181822,1.6511114816499618e-2,9.4165732908614770e-5,1.3221027832637899e-3,1.3254519813135732e-3
181823,7.7399264456304981e-3,5.2942922659248756e-5,2.6675052397929751e-4,2.7195366352180837e-4
181824,1.1463483520213067e-2,6.1775925087213183e-5,5.4362560019101543e-4,5.4712435341832733e-4
181825,1.1255528013938856e-2,7.2704616573567864e-5,8.5630041206303511e-4,8.5938138039547574e-4
181826,1.7341271231625495e-2,1.3283000760540585e-4,8.9633934153719621e-4,9.0612804068066811e-4
181827,1.1416672013862822e-1,2.8408868265793544e-3,2.5425513194523457e-2,2.5583732315014523e-2
181828,2.1476224223164350e-2,1.6643307593370053e-4,1.4616284257864395e-3,1.4710736296432271e-3
181829,3.3051977952924319e-2,3.8426035402726300e-4,7.4457565380428884e-4,8.3788359807030594e-4
181830,1.5043153463998517e-2,9.4778708474730413e-5,1.1381105865745124e-3,1.1420502225616520e-3
181831,1.6960558803095542e-2,9.1997459177348170e-5,5.4171954694255816e-4,5.4947575017896691e-4
181832,1.7984001323409538e-2,1.5428316879299809e-4,3.6086871672468072e-4,3.9246595633675874e-4
181833,1.2063099462911777e-2,6.7967745643242024e-5,3.0075217122947162e-4,3.0833663899553984e-4
181834,5.4356728240192572e-3,2.9023375886313313e-5,1.6881228505229482e-4,1.7128906541987867e-4
181835,9.8008940229111444e-3,4.2732503866643941e-5,2.2860443916416880e-4,2.3256409114968049e-4
181836,1.9471832612923821e-2,1.1149660133615184e-4,4.6291204042476949e-4,4.7615023813890535e-4
181837,3.5151898591951641e-2,6.5716337559986902e-4,9.3566058586355249e-4,1.1433828904476142e-3
181838,2.0876546420118883e-2,3.0394251256136116e-4,5.5284881421084164e-4,6.3089053116721194e-4
181839,1.2742898334536274e-2,1.3008561911798127e-4,3.4437369331922764e-4,3.6812431181821443e-4
181840,6.0535831557159497e-2,5.9231167778389920e-4,9.4599439553467600e-4,1.1161265698934842e-3
181841,1.1485143269276910e-2,6.9275748602960372e-5,2.9708470129877299e-4,3.0505482964588793e-4
181842,7.2906631800083513e-3,2.8027350979732234e-5,2.0288075998788822e-4,2.0480755644312589e-4
181843,2.2900637771352497e-2,3.9095122553534371e-4,5.4418613055491616e-4,6.7006074757138229e-4
181844,2.6817917193306475e-2,1.8381263608021798e-4,5.4631535161890686e-4,5.7640918503893443e-4
181845,5.4841616821759837e-2,5.8847807642997175e-4,1.2120671315166141e-3,1.3473726944470980e-3
181846,1.4988436700708317e-2,8.1716423221696378e-5,3.3500322527373836e-4,3.4482565851159404e-4
181847,1.6868515841411760e-2,1.0829467164168859e-4,4.1951175528539951e-4,4.3326417891237910e-4
181848,8.8389944616940070e-3,4.5434559712638703e-5,3.8896012795570028e-4,3.9160475016985688e-4
181849,1.2251052764601332e-2,6.2564608122928105e-5,3.3408076691929142e-4,3.3988864207995756e-4
181850,1.7980935816387322e-2,1.1090021456790801e-4,4.0097747323000537e-4,4.1603099839931126e-4
181851,1.1628389525741838e-2,6.4928662719375795e-5,2.9968755193139445e-4,3.0664044094861118e-4
181852,1.3414147999541087e-2,1.0463501678655625e-4,3.6931877496263409e-4,3.8385523870050761e-4
181853,1.9850965288880082e-1,7.8915606060805492e-3,7.3749374849288668e-3,1.0801223620777940e-2
181854,2.7963239674588795e-2,1.7174284064084915e-4,5.2757895075260133e-4,5.5482893993428638e-4
181855,2.5401636550060586e-2,1.4747519068055166e-4,3.6873321217128976e-4,3.9713110382394180e-4
181856,1.9624148447453516e-2,2.4452299300898862e-4,4.8849590829280764e-4,5.4627808534563147e-4
181857,4.4319341558595071e-2,4.1586517172791484e-4,7.3871995382389052e-4,8.4773286549116335e-4
181858,9.5018736510251341e-3,5.9166532709144892e-5,2.8085904207797099e-4,2.8702348355104639e-4
181859,8.5118839538835950e-3,4.6402466227074146e-5,2.5530368212480517e-4,2.5948633678565494e-4
181860,8.9898722455229365e-3,5.2960763240468075e-5,2.5349215086543616e-4,2.5896546679701901e-4
181861,1.8055192746225690e-2,1.6056248319741432e-4,4.8303064370818264e-4,5.0901759672103799e-4
181862,1.5659316300694927e-2,1.1636902623308620e-4,3.6664132672345229e-4,3.8466558557787565e-4
181863,1.2232266641571848e-2,1.5974319953958782e-4,3.4750287509653329e-4,3.8246063588231061e-4
181864,1.9358767259462482e-2,1.6693226048806269e-4,4.3283093034304857e-4,4.6390623390215772e-4
181865,2.2972329805526714e-2,2.1964355170934024e-4,5.4089573728651711e-4,5.8379062036163136e-4
181866,2.6692312040740945e-2,1.7913172707935613e-4,5.0011069496834937e-4,5.3122394794301048e-4
181867,1.4581493983250315e-2,1.0195622299750906e-4,3.2956462466528035e-4,3.4497523568900555e-4
181868,8.8997330033340084e-3,4.0181251161410971e-5,2.4653281732120924e-4,2.4978583418846855e-4
181869,4.9782921016361871e-2,3.0194658137987549e-4,7.2085245442992676e-4,7.8153694670478834e-4
181870,1.6761432223250619e-2,9.5143908966664951e-5,3.7108729718197248e-4,3.8309025769820690e-4
181871,1.6810867866246835e-2,1.2906705851817722e-4,3.9300261326606953e-4,4.1365367111690716e-4
181872,2.0243112505422746e-2,1.4136442731958523e-4,4.2957363125335058e-4,4.5223600694723978e-4
181873,3.6345524338269035e-2,4.5559573305781691e-4,8.1142668316495968e-4,9.3058085846022931e-4
181874,2.0293696008675432e-2,1.2288247242889941e-4,4.1144741032950356e-4,4.2940548843382767e-4
181875,1.5675970207524356e-2,8.8800068311576370e-5,3.7789447613621085e-4,3.8818769587198646e-4
181876,2.3315308466160461e-2,1.6503541743772857e-4,5.0626703762173691e-4,5.3248756078535251e-4
181877,9.5892432919409062e-3,8.6285594457927387e-5,2.9380513727665951e-4,3.0621342638936430e-4
181878,2.0498716582557905e-2,1.8777672141805847e-4,5.3597835439165903e-4,5.6791979493842786e-4
181879,1.1775863094214026e-1,2.5359326714521901e-3,2.9299433778713106e-3,3.8749868014834048e-3
181880,1.6601449670904832e-2,1.4632724576478089e-4,4.0848534199283855e-4,4.3390314296639157e-4
